Source,SID,Target,TID,Overallcount,Type,Label,Weight
"Paul Goldmann","11485","Hugo von Hofmannsthal","11740","300","Directed","Paul Goldmann–Hugo von Hofmannsthal","54"
"Paul Goldmann","11485","Hermann Bahr","10815","223","Directed","Paul Goldmann–Hermann Bahr","54"
"Paul Goldmann","11485","Felix Salten","2167","140","Directed","Paul Goldmann–Felix Salten","18"
"Paul Goldmann","11485","Leopold Sonnemann","87771","138","Directed","Paul Goldmann–Leopold Sonnemann","138"
"Paul Goldmann","11485","Heinrich Schnitzler","12692","133","Directed","Paul Goldmann–Heinrich Schnitzler","24"
"Paul Goldmann","11485","Otto Brahm","10986","132","Directed","Paul Goldmann–Otto Brahm","20"
"Paul Goldmann","11485","Paula Beer-Hofmann","10860","121","Directed","Paul Goldmann–Paula Beer-Hofmann","4"
"Paul Goldmann","11485","Louise Schnitzler","12701","106","Directed","Paul Goldmann–Louise Schnitzler","28"
"Paul Goldmann","11485","Gustav Schwarzkopf","12740","93","Directed","Paul Goldmann–Gustav Schwarzkopf","9"
"Paul Goldmann","11485","Fedor Mamroth","4986","77","Directed","Paul Goldmann–Fedor Mamroth","70"
"Paul Goldmann","11485","Heinrich Kanner","11867","75","Directed","Paul Goldmann–Heinrich Kanner","16"
"Paul Goldmann","11485","Samuel Fischer","11324","67","Directed","Paul Goldmann–Samuel Fischer","5"
"Paul Goldmann","11485","Isidor Singer","12790","66","Directed","Paul Goldmann–Isidor Singer","3"
"Paul Goldmann","11485","Marie Reinhard","2378","61","Directed","Paul Goldmann–Marie Reinhard","42"
"Paul Goldmann","11485","Elisabeth Steinrück","2315","59","Directed","Paul Goldmann–Elisabeth Steinrück","20"
"Paul Goldmann","11485","Jakob Wassermann","13055","57","Directed","Paul Goldmann–Jakob Wassermann","8"
"Paul Goldmann","11485","Max Eugen Burckhard","11036","57","Directed","Paul Goldmann–Max Eugen Burckhard","19"
"Paul Goldmann","11485","Julius Schnitzler","12698","56","Directed","Paul Goldmann–Julius Schnitzler","18"
"Paul Goldmann","11485","Theodor Herzl","11673","51","Directed","Paul Goldmann–Theodor Herzl","38"
"Paul Goldmann","11485","Alfred Kerr","11910","50","Directed","Paul Goldmann–Alfred Kerr","28"
"Paul Goldmann","11485","Johann Wolfgang von Goethe","11461","49","Directed","Paul Goldmann–Johann Wolfgang von Goethe","12"
"Paul Goldmann","11485","Paul Schlenther","12671","46","Directed","Paul Goldmann–Paul Schlenther","15"
"Paul Goldmann","11485","Georg Hirschfeld","11701","44","Directed","Paul Goldmann–Georg Hirschfeld","5"
"Felix Salten","2167","Olga Schnitzler","2173","555","Directed","Felix Salten–Olga Schnitzler","62"
"Felix Salten","2167","Richard Beer-Hofmann","10863","397","Directed","Felix Salten–Richard Beer-Hofmann","40"
"Felix Salten","2167","Hugo von Hofmannsthal","11740","300","Directed","Felix Salten–Hugo von Hofmannsthal","30"
"Felix Salten","2167","Hermann Bahr","10815","223","Directed","Felix Salten–Hermann Bahr","22"
"Felix Salten","2167","Paul Goldmann","11485","165","Directed","Felix Salten–Paul Goldmann","19"
"Felix Salten","2167","Heinrich Schnitzler","12692","133","Directed","Felix Salten–Heinrich Schnitzler","19"
"Felix Salten","2167","Otto Brahm","10986","132","Directed","Felix Salten–Otto Brahm","13"
"Felix Salten","2167","Paula Beer-Hofmann","10860","121","Directed","Felix Salten–Paula Beer-Hofmann","5"
"Felix Salten","2167","Louise Schnitzler","12701","106","Directed","Felix Salten–Louise Schnitzler","6"
"Felix Salten","2167","Gustav Schwarzkopf","12740","93","Directed","Felix Salten–Gustav Schwarzkopf","9"
"Felix Salten","2167","Ottilie Salten","23918","88","Directed","Felix Salten–Ottilie Salten","86"
"Felix Salten","2167","Heinrich Kanner","11867","75","Directed","Felix Salten–Heinrich Kanner","17"
"Felix Salten","2167","Samuel Fischer","11324","67","Directed","Felix Salten–Samuel Fischer","8"
"Felix Salten","2167","Isidor Singer","12790","66","Directed","Felix Salten–Isidor Singer","15"
"Felix Salten","2167","Marie Reinhard","2378","61","Directed","Felix Salten–Marie Reinhard","1"
"Felix Salten","2167","Elisabeth Steinrück","2315","59","Directed","Felix Salten–Elisabeth Steinrück","5"
"Felix Salten","2167","Jakob Wassermann","13055","57","Directed","Felix Salten–Jakob Wassermann","6"
"Felix Salten","2167","Max Eugen Burckhard","11036","57","Directed","Felix Salten–Max Eugen Burckhard","2"
"Felix Salten","2167","Julius Schnitzler","12698","56","Directed","Felix Salten–Julius Schnitzler","4"
"Felix Salten","2167","Lili Cappellini","2238","54","Directed","Felix Salten–Lili Cappellini","2"
"Felix Salten","2167","Theodor Herzl","11673","51","Directed","Felix Salten–Theodor Herzl","6"
"Felix Salten","2167","Alfred Kerr","11910","50","Directed","Felix Salten–Alfred Kerr","7"
"Felix Salten","2167","Johann Wolfgang von Goethe","11461","49","Directed","Felix Salten–Johann Wolfgang von Goethe","1"
"Felix Salten","2167","Paul Schlenther","12671","46","Directed","Felix Salten–Paul Schlenther","8"
"Felix Salten","2167","Georg Hirschfeld","11701","44","Directed","Felix Salten–Georg Hirschfeld","9"
