Source,Target,Type,Label,Weight
"Georg Brandes","Richard Beer-Hofmann","Directed","Georg Brandes–Richard Beer-Hofmann","28"
"Georg Brandes","Olga Schnitzler","Directed","Georg Brandes–Olga Schnitzler","22"
"Georg Brandes","Johann Wolfgang von Goethe","Directed","Georg Brandes–Johann Wolfgang von Goethe","12"
"Georg Brandes","Heinrich Schnitzler","Directed","Georg Brandes–Heinrich Schnitzler","12"
"Georg Brandes","Paul Goldmann","Directed","Georg Brandes–Paul Goldmann","10"
"Georg Brandes","Lili Cappellini","Directed","Georg Brandes–Lili Cappellini","8"
"Georg Brandes","Peter Nansen","Directed","Georg Brandes–Peter Nansen","8"
"Georg Brandes","Gaius Iulius Caesar","Directed","Georg Brandes–Gaius Iulius Caesar","8"
"Georg Brandes","William Shakespeare","Directed","Georg Brandes–William Shakespeare","7"
"Georg Brandes","Louise Schnitzler","Directed","Georg Brandes–Louise Schnitzler","6"
"Georg Brandes","Voltaire","Directed","Georg Brandes–Voltaire","5"
"Georg Brandes","Reinhold Philipp","Directed","Georg Brandes–Reinhold Philipp","5"
"Georg Brandes","Gertrud Rung","Directed","Georg Brandes–Gertrud Rung","5"
"Georg Brandes","Hugo von Hofmannsthal","Directed","Georg Brandes–Hugo von Hofmannsthal","5"
"Georg Brandes","Jakob Wassermann","Directed","Georg Brandes–Jakob Wassermann","5"
"Georg Brandes","Emilie Brandes","Directed","Georg Brandes–Emilie Brandes","4"
"Georg Brandes","André Antoine","Directed","Georg Brandes–André Antoine","3"
"Georg Brandes","Mirjam Beer-Hofmann","Directed","Georg Brandes–Mirjam Beer-Hofmann","3"
"Georg Brandes","Edith Philipp","Directed","Georg Brandes–Edith Philipp","3"
"Georg Brandes","Jeanne Marni","Directed","Georg Brandes–Jeanne Marni","3"
"Georg Brandes","Paula Beer-Hofmann","Directed","Georg Brandes–Paula Beer-Hofmann","3"
"Georg Brandes","Henrik Ibsen","Directed","Georg Brandes–Henrik Ibsen","3"
"Georg Brandes","Grete Prozor","Directed","Georg Brandes–Grete Prozor","3"
"Georg Brandes","Gerda Philipp","Directed","Georg Brandes–Gerda Philipp","3"
"Georg Brandes","Georg Philipp","Directed","Georg Brandes–Georg Philipp","3"
"Georg Brandes","Gabriele D’Annunzio","Directed","Georg Brandes–Gabriele D’Annunzio","2"
"Georg Brandes","Felix Salten","Directed","Georg Brandes–Felix Salten","2"
"Georg Brandes","Naëmah Beer-Hofmann","Directed","Georg Brandes–Naëmah Beer-Hofmann","2"
"Georg Brandes","Giacomo Girolamo Casanova","Directed","Georg Brandes–Giacomo Girolamo Casanova","2"
"Georg Brandes","Paul Bourget","Directed","Georg Brandes–Paul Bourget","2"
