Source,CorrID,Target,PersID,Overallcount,Type,Label,Weight
"Oskar Blumenthal","14328","Friedrich Mitterwurzer","12265","16","Directed","Oskar Blumenthal–Friedrich Mitterwurzer","2"
"Oskar Blumenthal","14328","Emanuel Reicher","12491","18","Directed","Oskar Blumenthal–Emanuel Reicher","2"
"Oskar Blumenthal","14328","Alfred Halm","2385","2","Directed","Oskar Blumenthal–Alfred Halm","1"
"Oskar Blumenthal","14328","Marie Elsinger","2938","1","Directed","Oskar Blumenthal–Marie Elsinger","1"
"Oskar Blumenthal","14328","Hermann Vallentin","10325","1","Directed","Oskar Blumenthal–Hermann Vallentin","1"
"Oskar Blumenthal","14328","Louise Dumont","11195","5","Directed","Oskar Blumenthal–Louise Dumont","1"
"Oskar Blumenthal","14328","Eleonora Duse","11201","8","Directed","Oskar Blumenthal–Eleonora Duse","1"
"Oskar Blumenthal","14328","Adolf Klein","35523","1","Directed","Oskar Blumenthal–Adolf Klein","1"
"Oskar Blumenthal","14328","Willy Rohland","35529","1","Directed","Oskar Blumenthal–Willy Rohland","1"
"Oskar Blumenthal","14328","Paula Carlsen","35533","1","Directed","Oskar Blumenthal–Paula Carlsen","1"
"Oskar Blumenthal","14328","Meta Illing","35540","1","Directed","Oskar Blumenthal–Meta Illing","1"
"Oskar Blumenthal","14328","Mathieu Pfeil","35551","1","Directed","Oskar Blumenthal–Mathieu Pfeil","1"
"Oskar Blumenthal","14328","Albert Ullrich","35567","1","Directed","Oskar Blumenthal–Albert Ullrich","1"
"Oskar Blumenthal","14328","Jenny Groß","35581","1","Directed","Oskar Blumenthal–Jenny Groß","1"
"Oskar Blumenthal","14328","Meta Jaeger","35594","1","Directed","Oskar Blumenthal–Meta Jaeger","1"
"Oskar Blumenthal","14328","Paula Wirth","35603","1","Directed","Oskar Blumenthal–Paula Wirth","1"
"Oskar Blumenthal","14328","Sofie Pagay","35608","1","Directed","Oskar Blumenthal–Sofie Pagay","1"
"Oskar Blumenthal","14328","Franz Guthery","35611","1","Directed","Oskar Blumenthal–Franz Guthery","1"
"Oskar Blumenthal","14328","Franz Julius Schönfeld","35615","1","Directed","Oskar Blumenthal–Franz Julius Schönfeld","1"
"Oskar Blumenthal","14328","Emanuel Stockhausen","35619","1","Directed","Oskar Blumenthal–Emanuel Stockhausen","1"
"Oskar Blumenthal","14328","Carl Waldow","35635","1","Directed","Oskar Blumenthal–Carl Waldow","1"
"Oskar Blumenthal","14328","Georg Engels","35639","1","Directed","Oskar Blumenthal–Georg Engels","1"
"Oskar Blumenthal","14328","Erwin Raupp","53436","1","Directed","Oskar Blumenthal–Erwin Raupp","1"
