Source,CorrID,Target,PersID,Overallcount,Type,Label,Weight
"Max Eugen Burckhard","11036","Olga Schnitzler","2173","459","Directed","Max Eugen Burckhard–Olga Schnitzler","11"
"Max Eugen Burckhard","11036","Heinrich Schnitzler","12692","114","Directed","Max Eugen Burckhard–Heinrich Schnitzler","2"
"Max Eugen Burckhard","11036","Agnes Sorma","2299","12","Directed","Max Eugen Burckhard–Agnes Sorma","1"
"Max Eugen Burckhard","11036","Alfred Capus","2408","2","Directed","Max Eugen Burckhard–Alfred Capus","1"
"Max Eugen Burckhard","11036","Stella Hohenfels","2850","3","Directed","Max Eugen Burckhard–Stella Hohenfels","1"
"Max Eugen Burckhard","11036","Franz Stelzhamer","3622","1","Directed","Max Eugen Burckhard–Franz Stelzhamer","1"
"Max Eugen Burckhard","11036","Babette Reinhold","4200","1","Directed","Max Eugen Burckhard–Babette Reinhold","1"
"Max Eugen Burckhard","11036","Theodor Christomannos","4820","1","Directed","Max Eugen Burckhard–Theodor Christomannos","1"
"Max Eugen Burckhard","11036","Otto Brahm","10986","112","Directed","Max Eugen Burckhard–Otto Brahm","1"
"Max Eugen Burckhard","11036","Giuseppe Giacosa","11431","3","Directed","Max Eugen Burckhard–Giuseppe Giacosa","1"
"Max Eugen Burckhard","11036","Gerhart Hauptmann","11617","37","Directed","Max Eugen Burckhard–Gerhart Hauptmann","1"
"Max Eugen Burckhard","11036","Louise Schnitzler","12701","76","Directed","Max Eugen Burckhard–Louise Schnitzler","1"
"Max Eugen Burckhard","11036","Adolf von Sonnenthal","12809","7","Directed","Max Eugen Burckhard–Adolf von Sonnenthal","1"
"Max Eugen Burckhard","11036","Ernst Stöhr","12893","1","Directed","Max Eugen Burckhard–Ernst Stöhr","1"
"Max Eugen Burckhard","11036","Fanny Walbeck","13031","1","Directed","Max Eugen Burckhard–Fanny Walbeck","1"
"Max Eugen Burckhard","11036","Friederike Stöhr","29157","1","Directed","Max Eugen Burckhard–Friederike Stöhr","1"
"Max Eugen Burckhard","11036","Anna Bauer","29160","1","Directed","Max Eugen Burckhard–Anna Bauer","1"
"Max Eugen Burckhard","11036","Leopold Forstner","48437","1","Directed","Max Eugen Burckhard–Leopold Forstner","1"
"Max Eugen Burckhard","11036","Karoline Neuberger","50217","1","Directed","Max Eugen Burckhard–Karoline Neuberger","1"
