Source,CorrID,Target,PersID,Overallcount,Type,Label,Weight
"Eduard Michael Kafka","2563","Emanuel Reicher","12491","18","Directed","Eduard Michael Kafka–Emanuel Reicher","3"
"Eduard Michael Kafka","2563","Friedrich Michael Fels","2450","28","Directed","Eduard Michael Kafka–Friedrich Michael Fels","2"
"Eduard Michael Kafka","2563","Josef Jarno","2601","17","Directed","Eduard Michael Kafka–Josef Jarno","2"
"Eduard Michael Kafka","2563","Gilbert Otto Neumann-Hofer","12348","12","Directed","Eduard Michael Kafka–Gilbert Otto Neumann-Hofer","2"
"Eduard Michael Kafka","2563","Oskar Blumenthal","14328","14","Directed","Eduard Michael Kafka–Oskar Blumenthal","2"
"Eduard Michael Kafka","2563","Arthur Levysohn","3382","1","Directed","Eduard Michael Kafka–Arthur Levysohn","1"
"Eduard Michael Kafka","2563","Richard Grelling","5895","2","Directed","Eduard Michael Kafka–Richard Grelling","1"
"Eduard Michael Kafka","2563","Hermann Bahr","10815","208","Directed","Eduard Michael Kafka–Hermann Bahr","1"
"Eduard Michael Kafka","2563","Paul Goldmann","11485","157","Directed","Eduard Michael Kafka–Paul Goldmann","1"
"Eduard Michael Kafka","2563","Adalbert von Goldschmidt","11491","7","Directed","Eduard Michael Kafka–Adalbert von Goldschmidt","1"
"Eduard Michael Kafka","2563","Hugo von Hofmannsthal","11740","271","Directed","Eduard Michael Kafka–Hugo von Hofmannsthal","1"
"Eduard Michael Kafka","2563","Felix Hollaender","11752","2","Directed","Eduard Michael Kafka–Felix Hollaender","1"
"Eduard Michael Kafka","2563","Angelo Neumann","12341","1","Directed","Eduard Michael Kafka–Angelo Neumann","1"
"Eduard Michael Kafka","2563","Rudolf Rittner","12530","10","Directed","Eduard Michael Kafka–Rudolf Rittner","1"
"Eduard Michael Kafka","2563","Julius Schnitzler","12698","45","Directed","Eduard Michael Kafka–Julius Schnitzler","1"
"Eduard Michael Kafka","2563","Josef Simon","12781","1","Directed","Eduard Michael Kafka–Josef Simon","1"
"Eduard Michael Kafka","2563","Johann Strauss","12867","5","Directed","Eduard Michael Kafka–Johann Strauss","1"
"Eduard Michael Kafka","2563","Hermann Sudermann","12899","17","Directed","Eduard Michael Kafka–Hermann Sudermann","1"
"Eduard Michael Kafka","2563","Wilhelm Sundermeyer","42566","1","Directed","Eduard Michael Kafka–Wilhelm Sundermeyer","1"
"Eduard Michael Kafka","2563","?? [Bekannter von E. M. Kafka]","42629","1","Directed","Eduard Michael Kafka–?? [Bekannter von E. M. Kafka]","1"
"Eduard Michael Kafka","2563","Adolf Baumann","42970","1","Directed","Eduard Michael Kafka–Adolf Baumann","1"
"Eduard Michael Kafka","2563","Albert Traeger","42972","1","Directed","Eduard Michael Kafka–Albert Traeger","1"
