Source,CorrID,Target,PersID,Overallcount,Type,Label,Weight
"Richard Dehmel","11148","Olga Schnitzler","2173","459","Directed","Richard Dehmel–Olga Schnitzler","2"
"Richard Dehmel","11148","Paul Scheerbart","5666","2","Directed","Richard Dehmel–Paul Scheerbart","1"
"Richard Dehmel","11148","Martin Sturm","5758","1","Directed","Richard Dehmel–Martin Sturm","1"
"Richard Dehmel","11148","Emil Rudolf Weiß","5760","1","Directed","Richard Dehmel–Emil Rudolf Weiß","1"
"Richard Dehmel","11148","Wilhelm Schäfer","9817","1","Directed","Richard Dehmel–Wilhelm Schäfer","1"
"Richard Dehmel","11148","Max Bernstein","10905","1","Directed","Richard Dehmel–Max Bernstein","1"
"Richard Dehmel","11148","Otto Julius Bierbaum","10928","4","Directed","Richard Dehmel–Otto Julius Bierbaum","1"
"Richard Dehmel","11148","Samuel Fischer","11324","50","Directed","Richard Dehmel–Samuel Fischer","1"
"Richard Dehmel","11148","Max Halbe","11565","7","Directed","Richard Dehmel–Max Halbe","1"
"Richard Dehmel","11148","Detlev von Liliencron","12071","8","Directed","Richard Dehmel–Detlev von Liliencron","1"
"Richard Dehmel","11148","Johannes Schlaf","12664","2","Directed","Richard Dehmel–Johannes Schlaf","1"
"Richard Dehmel","11148","Paul Schlenther","12671","43","Directed","Richard Dehmel–Paul Schlenther","1"
"Richard Dehmel","11148","Jakob Wassermann","13055","42","Directed","Richard Dehmel–Jakob Wassermann","1"
"Richard Dehmel","11148","Albert Köster","44882","1","Directed","Richard Dehmel–Albert Köster","1"
