Source,CorrID,Target,PersID,Overallcount,Type,Label,Weight
"Robert Adam","12438","H. G. Wells","5815","1","Directed","Robert Adam–H. G. Wells","1"
"Robert Adam","12438","Peter Gast","5826","1","Directed","Robert Adam–Peter Gast","1"
"Robert Adam","12438","Aemilius Hacker","5834","1","Directed","Robert Adam–Aemilius Hacker","1"
"Robert Adam","12438","Hans Kelsen","5838","1","Directed","Robert Adam–Hans Kelsen","1"
"Robert Adam","12438","Jean de La Bruyère","5842","1","Directed","Robert Adam–Jean de La Bruyère","1"
"Robert Adam","12438","Otto Fürth","5845","1","Directed","Robert Adam–Otto Fürth","1"
"Robert Adam","12438","Gaius Valerius Flaccus","5854","1","Directed","Robert Adam–Gaius Valerius Flaccus","1"
"Robert Adam","12438","Florus","5855","1","Directed","Robert Adam–Florus","1"
"Robert Adam","12438","Wolfgang Waniek","5856","1","Directed","Robert Adam–Wolfgang Waniek","1"
"Robert Adam","12438","Flavius Belisar","5859","1","Directed","Robert Adam–Flavius Belisar","1"
"Robert Adam","12438","Theophrast von Eresos","10739","1","Directed","Robert Adam–Theophrast von Eresos","1"
"Robert Adam","12438","Julius Bittner","10948","1","Directed","Robert Adam–Julius Bittner","1"
"Robert Adam","12438","Charles de Coster","11110","1","Directed","Robert Adam–Charles de Coster","1"
"Robert Adam","12438","Alexander Engel","11253","5","Directed","Robert Adam–Alexander Engel","1"
"Robert Adam","12438","Paul von Hindenburg","11697","1","Directed","Robert Adam–Paul von Hindenburg","1"
"Robert Adam","12438","Ricarda Huch","11780","1","Directed","Robert Adam–Ricarda Huch","1"
"Robert Adam","12438","Henrik Ibsen","11798","10","Directed","Robert Adam–Henrik Ibsen","1"
"Robert Adam","12438","Max Kemmerich","11907","1","Directed","Robert Adam–Max Kemmerich","1"
"Robert Adam","12438","Alexander Moissi","12274","7","Directed","Robert Adam–Alexander Moissi","1"
"Robert Adam","12438","Friedrich Nietzsche","12358","11","Directed","Robert Adam–Friedrich Nietzsche","1"
"Robert Adam","12438","Romain Rolland","12543","4","Directed","Robert Adam–Romain Rolland","1"
"Robert Adam","12438","Hans Sachs","12605","1","Directed","Robert Adam–Hans Sachs","1"
"Robert Adam","12438","Hugo Thimig","12948","4","Directed","Robert Adam–Hugo Thimig","1"
"Robert Adam","12438","Stefanie Bachrach","13653","2","Directed","Robert Adam–Stefanie Bachrach","1"
"Robert Adam","12438","Richard Beer","13910","1","Directed","Robert Adam–Richard Beer","1"
"Robert Adam","12438","?? [Postmeister in Zistersdorf]","27756","1","Directed","Robert Adam–?? [Postmeister in Zistersdorf]","1"
"Robert Adam","12438","Hintermayer","27757","1","Directed","Robert Adam–Hintermayer","1"
"Robert Adam","12438","Hintermayer","27758","1","Directed","Robert Adam–Hintermayer","1"
"Robert Adam","12438","Landerberg","29188","1","Directed","Robert Adam–Landerberg","1"
"Robert Adam","12438","Otto Mönkemöller","34073","1","Directed","Robert Adam–Otto Mönkemöller","1"
"Robert Adam","12438","Lino Ferriani","34083","1","Directed","Robert Adam–Lino Ferriani","1"
"Robert Adam","12438","Althauser","34405","1","Directed","Robert Adam–Althauser","1"
