Source,Target,Type,Label,Weight
"Felix Salten","Ottilie Salten","Directed","Felix Salten–Ottilie Salten","86"
"Felix Salten","Olga Schnitzler","Directed","Felix Salten–Olga Schnitzler","61"
"Felix Salten","Richard Beer-Hofmann","Directed","Felix Salten–Richard Beer-Hofmann","40"
"Felix Salten","Hugo von Hofmannsthal","Directed","Felix Salten–Hugo von Hofmannsthal","30"
"Felix Salten","Hermann Bahr","Directed","Felix Salten–Hermann Bahr","22"
"Felix Salten","Paul Goldmann","Directed","Felix Salten–Paul Goldmann","19"
"Felix Salten","Heinrich Schnitzler","Directed","Felix Salten–Heinrich Schnitzler","19"
"Felix Salten","Heinrich Kanner","Directed","Felix Salten–Heinrich Kanner","17"
"Felix Salten","Isidor Singer","Directed","Felix Salten–Isidor Singer","15"
"Felix Salten","Frieda Pollak","Directed","Felix Salten–Frieda Pollak","15"
"Felix Salten","Otto Brahm","Directed","Felix Salten–Otto Brahm","13"
"Felix Salten","Paul Salten","Directed","Felix Salten–Paul Salten","12"
"Felix Salten","Julius von Gans-Ludassy","Directed","Felix Salten–Julius von Gans-Ludassy","12"
"Felix Salten","Charlotte Pohl-Glas","Directed","Felix Salten–Charlotte Pohl-Glas","10"
"Felix Salten","Adele Sandrock","Directed","Felix Salten–Adele Sandrock","10"
"Felix Salten","Anna Katharina Rehmann","Directed","Felix Salten–Anna Katharina Rehmann","10"
"Felix Salten","Georg Hirschfeld","Directed","Felix Salten–Georg Hirschfeld","9"
"Felix Salten","Gustav Schwarzkopf","Directed","Felix Salten–Gustav Schwarzkopf","9"
"Felix Salten","Samuel Fischer","Directed","Felix Salten–Samuel Fischer","8"
"Felix Salten","Siegfried Jacobsohn","Directed","Felix Salten–Siegfried Jacobsohn","8"
"Felix Salten","Paul Schlenther","Directed","Felix Salten–Paul Schlenther","8"
"Felix Salten","Richard Specht","Directed","Felix Salten–Richard Specht","7"
"Felix Salten","Alfred Kerr","Directed","Felix Salten–Alfred Kerr","7"
"Felix Salten","Siegfried Trebitsch","Directed","Felix Salten–Siegfried Trebitsch","7"
"Felix Salten","Michael Emil Salzmann","Directed","Felix Salten–Michael Emil Salzmann","7"
"Felix Salten","Theodor Herzl","Directed","Felix Salten–Theodor Herzl","6"
"Felix Salten","Louise Schnitzler","Directed","Felix Salten–Louise Schnitzler","6"
"Felix Salten","Jakob Wassermann","Directed","Felix Salten–Jakob Wassermann","6"
"Felix Salten","Philipp Salzmann","Directed","Felix Salten–Philipp Salzmann","6"
"Felix Salten","Elisabeth Steinrück","Directed","Felix Salten–Elisabeth Steinrück","5"
