Source,Target,Type,Label,Weight
"Robert Adam","Alexandre père Dumas","Directed","Robert Adam–Alexandre père Dumas","6"
"Robert Adam","Lili Cappellini","Directed","Robert Adam–Lili Cappellini","4"
"Robert Adam","Viktor Franz Patzner","Directed","Robert Adam–Viktor Franz Patzner","4"
"Robert Adam","Olga Schnitzler","Directed","Robert Adam–Olga Schnitzler","3"
"Robert Adam","Alfred Bernau","Directed","Robert Adam–Alfred Bernau","3"
"Robert Adam","Friedrich Rosenthal","Directed","Robert Adam–Friedrich Rosenthal","3"
"Robert Adam","Heinrich Glücksmann","Directed","Robert Adam–Heinrich Glücksmann","3"
"Robert Adam","Heinrich Schnitzler","Directed","Robert Adam–Heinrich Schnitzler","3"
"Robert Adam","Maria Pollak","Directed","Robert Adam–Maria Pollak","3"
"Robert Adam","Gerhard Gutherz","Directed","Robert Adam–Gerhard Gutherz","2"
"Robert Adam","Albert Steinrück","Directed","Robert Adam–Albert Steinrück","2"
"Robert Adam","Frieda Pollak","Directed","Robert Adam–Frieda Pollak","2"
"Robert Adam","Karl Pollak","Directed","Robert Adam–Karl Pollak","2"
"Robert Adam","Giacomo Girolamo Casanova","Directed","Robert Adam–Giacomo Girolamo Casanova","1"
"Robert Adam","G. Lenotre","Directed","Robert Adam–G. Lenotre","1"
"Robert Adam","Molière","Directed","Robert Adam–Molière","1"
"Robert Adam","Titus Maccius Plautus","Directed","Robert Adam–Titus Maccius Plautus","1"
"Robert Adam","Jesus","Directed","Robert Adam–Jesus","1"
"Robert Adam","Fritz von Uhde","Directed","Robert Adam–Fritz von Uhde","1"
"Robert Adam","Titus Livius","Directed","Robert Adam–Titus Livius","1"
"Robert Adam","Arthur Schopenhauer","Directed","Robert Adam–Arthur Schopenhauer","1"
"Robert Adam","Charles I von England","Directed","Robert Adam–Charles I von England","1"
"Robert Adam","Harun ar-Raschid","Directed","Robert Adam–Harun ar-Raschid","1"
"Robert Adam","Alexander von Villers","Directed","Robert Adam–Alexander von Villers","1"
"Robert Adam","Rudolf von Hoyos","Directed","Robert Adam–Rudolf von Hoyos","1"
"Robert Adam","H. G. Wells","Directed","Robert Adam–H. G. Wells","1"
"Robert Adam","Peter Gast","Directed","Robert Adam–Peter Gast","1"
"Robert Adam","Aemilius Hacker","Directed","Robert Adam–Aemilius Hacker","1"
"Robert Adam","Hans Kelsen","Directed","Robert Adam–Hans Kelsen","1"
"Robert Adam","Jean de La Bruyère","Directed","Robert Adam–Jean de La Bruyère","1"
