Source,CorrID,Target,PersID,Overallcount,Type,Label,Weight
"Georg Brandes","10992","Elisabeth Steinrück","2315","43","Directed","Georg Brandes–Elisabeth Steinrück","1"
"Georg Brandes","10992","Marie Reinhard","2378","59","Directed","Georg Brandes–Marie Reinhard","1"
"Georg Brandes","10992","Gisela Hajek","2461","17","Directed","Georg Brandes–Gisela Hajek","1"
"Georg Brandes","10992","Homer","2495","5","Directed","Georg Brandes–Homer","1"
"Georg Brandes","10992","Emil Granichstaedten","2586","8","Directed","Georg Brandes–Emil Granichstaedten","1"
"Georg Brandes","10992","Josef Jarno","2601","17","Directed","Georg Brandes–Josef Jarno","1"
"Georg Brandes","10992","Buonarroti Michelangelo","3155","2","Directed","Georg Brandes–Buonarroti Michelangelo","1"
"Georg Brandes","10992","Molière","3272","3","Directed","Georg Brandes–Molière","1"
"Georg Brandes","10992","Dante Alighieri","3326","2","Directed","Georg Brandes–Dante Alighieri","1"
"Georg Brandes","10992","Ferdinand Lassalle","3471","1","Directed","Georg Brandes–Ferdinand Lassalle","1"
"Georg Brandes","10992","Raffaello Sanzio da Urbino","3527","3","Directed","Georg Brandes–Raffaello Sanzio da Urbino","1"
"Georg Brandes","10992","Suzanne Desprès","3659","2","Directed","Georg Brandes–Suzanne Desprès","1"
"Georg Brandes","10992","Sokrates","3723","1","Directed","Georg Brandes–Sokrates","1"
"Georg Brandes","10992","Leo N. von Tolstoi","3739","6","Directed","Georg Brandes–Leo N. von Tolstoi","1"
"Georg Brandes","10992","Fjodor Mihajlovič Dostojevskij","4006","2","Directed","Georg Brandes–Fjodor Mihajlovič Dostojevskij","1"
"Georg Brandes","10992","Georges Clemenceau","4719","1","Directed","Georg Brandes–Georges Clemenceau","1"
"Georg Brandes","10992","Friedrich II. von Preußen","4823","3","Directed","Georg Brandes–Friedrich II. von Preußen","1"
"Georg Brandes","10992","Édouard Dujardin","4974","1","Directed","Georg Brandes–Édouard Dujardin","1"
"Georg Brandes","10992","Rembrandt van Rijn","5428","7","Directed","Georg Brandes–Rembrandt van Rijn","1"
"Georg Brandes","10992","Ralph Waldo Emerson","5438","2","Directed","Georg Brandes–Ralph Waldo Emerson","1"
"Georg Brandes","10992","Edward Gibbon","5442","1","Directed","Georg Brandes–Edward Gibbon","1"
"Georg Brandes","10992","Helge Rode","5446","1","Directed","Georg Brandes–Helge Rode","1"
"Georg Brandes","10992","Joris-Karl Huysmans","5449","3","Directed","Georg Brandes–Joris-Karl Huysmans","1"
"Georg Brandes","10992","Theodor Barth","5452","1","Directed","Georg Brandes–Theodor Barth","1"
"Georg Brandes","10992","Annie Vivanti","5456","1","Directed","Georg Brandes–Annie Vivanti","1"
"Georg Brandes","10992","Adolf Paul","5464","1","Directed","Georg Brandes–Adolf Paul","1"
"Georg Brandes","10992","Ignác Darányi","5468","1","Directed","Georg Brandes–Ignác Darányi","1"
"Georg Brandes","10992","Sandór Hegedüs","5471","1","Directed","Georg Brandes–Sandór Hegedüs","1"
"Georg Brandes","10992","Wilhelm Hegeler","5475","1","Directed","Georg Brandes–Wilhelm Hegeler","1"
"Georg Brandes","10992","Ewelina Hańska","5480","1","Directed","Georg Brandes–Ewelina Hańska","1"
"Georg Brandes","10992","Moritz Prozor","5485","1","Directed","Georg Brandes–Moritz Prozor","1"
"Georg Brandes","10992","Nicolas Eugène Géruzez","5512","1","Directed","Georg Brandes–Nicolas Eugène Géruzez","1"
"Georg Brandes","10992","Abraham Sonne","5516","1","Directed","Georg Brandes–Abraham Sonne","1"
"Georg Brandes","10992","Rudolf Jeremias Kreutz","5521","1","Directed","Georg Brandes–Rudolf Jeremias Kreutz","1"
"Georg Brandes","10992","Fridtjof Nansen","5525","1","Directed","Georg Brandes–Fridtjof Nansen","1"
"Georg Brandes","10992","Axel Fraenckel","5529","1","Directed","Georg Brandes–Axel Fraenckel","1"
"Georg Brandes","10992","Valdemar Meisen","5530","1","Directed","Georg Brandes–Valdemar Meisen","1"
"Georg Brandes","10992","Charles Maurice de Talleyrand-Périgord","5533","1","Directed","Georg Brandes–Charles Maurice de Talleyrand-Périgord","1"
"Georg Brandes","10992","Armand-Louis de Gontaut de Biron","5536","1","Directed","Georg Brandes–Armand-Louis de Gontaut de Biron","1"
"Georg Brandes","10992","Karen Stampe Bendix","5546","1","Directed","Georg Brandes–Karen Stampe Bendix","1"
"Georg Brandes","10992","Lillian Ellis","5548","1","Directed","Georg Brandes–Lillian Ellis","1"
"Georg Brandes","10992","Hans Zbinden","5555","1","Directed","Georg Brandes–Hans Zbinden","1"
"Georg Brandes","10992","Otto Rung","5561","1","Directed","Georg Brandes–Otto Rung","1"
"Georg Brandes","10992","Nikolaj Ivanovič Bucharin","5564","1","Directed","Georg Brandes–Nikolaj Ivanovič Bucharin","1"
"Georg Brandes","10992","Ilse Dernburg","5571","1","Directed","Georg Brandes–Ilse Dernburg","1"
"Georg Brandes","10992","Simon Petrus","5574","1","Directed","Georg Brandes–Simon Petrus","1"
"Georg Brandes","10992","Paulus","5579","1","Directed","Georg Brandes–Paulus","1"
"Georg Brandes","10992","Panaït Istrati","5583","1","Directed","Georg Brandes–Panaït Istrati","1"
"Georg Brandes","10992","Hermann Bahr","10815","208","Directed","Georg Brandes–Hermann Bahr","1"
"Georg Brandes","10992","Honoré de Balzac","10825","2","Directed","Georg Brandes–Honoré de Balzac","1"
"Georg Brandes","10992","Alfred von Berger","10883","17","Directed","Georg Brandes–Alfred von Berger","1"
"Georg Brandes","10992","Hedwig Bleibtreu","10959","4","Directed","Georg Brandes–Hedwig Bleibtreu","1"
"Georg Brandes","10992","Karl Federn","11301","2","Directed","Georg Brandes–Karl Federn","1"
"Georg Brandes","10992","Gustave Flaubert","11330","3","Directed","Georg Brandes–Gustave Flaubert","1"
"Georg Brandes","10992","Heinrich Heine","11640","4","Directed","Georg Brandes–Heinrich Heine","1"
"Georg Brandes","10992","Georg Hirschfeld","11701","40","Directed","Georg Brandes–Georg Hirschfeld","1"
"Georg Brandes","10992","Josef Hoffmann","11730","1","Directed","Georg Brandes–Josef Hoffmann","1"
"Georg Brandes","10992","Ellen Key","11919","1","Directed","Georg Brandes–Ellen Key","1"
"Georg Brandes","10992","Heinrich von Kleist","11933","3","Directed","Georg Brandes–Heinrich von Kleist","1"
"Georg Brandes","10992","Maurice Maeterlinck","12156","7","Directed","Georg Brandes–Maurice Maeterlinck","1"
"Georg Brandes","10992","August von Platen","12424","1","Directed","Georg Brandes–August von Platen","1"
"Georg Brandes","10992","Emanuel Reicher","12491","18","Directed","Georg Brandes–Emanuel Reicher","1"
"Georg Brandes","10992","Karl Renner","12507","1","Directed","Georg Brandes–Karl Renner","1"
"Georg Brandes","10992","Rudolf Rittner","12530","10","Directed","Georg Brandes–Rudolf Rittner","1"
"Georg Brandes","10992","Romain Rolland","12543","4","Directed","Georg Brandes–Romain Rolland","1"
"Georg Brandes","10992","Alexander Römpler","12595","1","Directed","Georg Brandes–Alexander Römpler","1"
"Georg Brandes","10992","Friedrich von Schiller","12654","13","Directed","Georg Brandes–Friedrich von Schiller","1"
"Georg Brandes","10992","Paul Schlenther","12671","43","Directed","Georg Brandes–Paul Schlenther","1"
"Georg Brandes","10992","Johann Schnitzler","12695","22","Directed","Georg Brandes–Johann Schnitzler","1"
"Georg Brandes","10992","Karl Schönherr","12749","6","Directed","Georg Brandes–Karl Schönherr","1"
"Georg Brandes","10992","Julius Bangert","13714","1","Directed","Georg Brandes–Julius Bangert","1"
"Georg Brandes","10992","Gabriel Beer-Hofmann","13923","5","Directed","Georg Brandes–Gabriel Beer-Hofmann","1"
"Georg Brandes","10992","Eugen Deimel","15271","1","Directed","Georg Brandes–Eugen Deimel","1"
"Georg Brandes","10992","?? [Journalist, der fiktives russisches Interview verantwortet]","27739","1","Directed","Georg Brandes–?? [Journalist, der fiktives russisches Interview verantwortet]","1"
"Georg Brandes","10992","?? [Fotograf in Paris]","27747","1","Directed","Georg Brandes–?? [Fotograf in Paris]","1"
"Georg Brandes","10992","?? [Russischer Flüchtling in Stockholm]","27749","1","Directed","Georg Brandes–?? [Russischer Flüchtling in Stockholm]","1"
"Georg Brandes","10992","?? [Dänischer Journalist]","27750","1","Directed","Georg Brandes–?? [Dänischer Journalist]","1"
"Georg Brandes","10992","?? [Korrespondent aus Russland]","27751","1","Directed","Georg Brandes–?? [Korrespondent aus Russland]","1"
"Georg Brandes","10992","?? [Köchin von Georg Brandes]","27752","1","Directed","Georg Brandes–?? [Köchin von Georg Brandes]","1"
"Georg Brandes","10992","?? [Kusine von Gertrud Rung]","27753","1","Directed","Georg Brandes–?? [Kusine von Gertrud Rung]","1"
"Georg Brandes","10992","?? [Schuldirektor von Georg Brandes]","27754","1","Directed","Georg Brandes–?? [Schuldirektor von Georg Brandes]","1"
"Georg Brandes","10992","–r–","29099","1","Directed","Georg Brandes––r–","1"
"Georg Brandes","10992","Alfred Forster","29100","1","Directed","Georg Brandes–Alfred Forster","1"
"Georg Brandes","10992","Bech","29106","1","Directed","Georg Brandes–Bech","1"
"Georg Brandes","10992","Astrid Brandes","29107","1","Directed","Georg Brandes–Astrid Brandes","1"
"Georg Brandes","10992","Helene Heyman","29111","1","Directed","Georg Brandes–Helene Heyman","1"
"Georg Brandes","10992","Märta Margareta Prozor","29113","1","Directed","Georg Brandes–Märta Margareta Prozor","1"
"Georg Brandes","10992","Bertha Knudtzon","29127","1","Directed","Georg Brandes–Bertha Knudtzon","1"
"Georg Brandes","10992","Carl Sonderhof","29130","1","Directed","Georg Brandes–Carl Sonderhof","1"
"Georg Brandes","10992","Ernst Lens","29134","2","Directed","Georg Brandes–Ernst Lens","1"
"Georg Brandes","10992","J. Span","29137","1","Directed","Georg Brandes–J. Span","1"
"Georg Brandes","10992","?? [Staatsmann aus der Umgebung Renners]","44647","1","Directed","Georg Brandes–?? [Staatsmann aus der Umgebung Renners]","1"
"Georg Brandes","10992","Erich Holm","47716","1","Directed","Georg Brandes–Erich Holm","1"
"Georg Brandes","10992","?? [dänischer Journalist, der Schnitzler interviewt]","59231","1","Directed","Georg Brandes–?? [dänischer Journalist, der Schnitzler interviewt]","1"
