Source,Target,Weight,Type
"David, Jakob Julius","Wien",10,Directed
"David, Jakob Julius","IX., Alsergrund",5,Directed
"David, Jakob Julius","Frankgasse 1",4,Directed
"David, Jakob Julius","Obere Donaustraße",2,Directed
"David, Jakob Julius","II., Leopoldstadt",2,Directed
"David, Jakob Julius","Nussdorfer Straße",1,Directed
"David, Jakob Julius","III., Landstraße",1,Directed
"David, Jakob Julius","I., Innere Stadt",1,Directed
"David, Jakob Julius","Glasergasse",1,Directed
"David, Jakob Julius","Leipzig",1,Directed
