Source,Target,Weight,Type
"Beer-Hofmann, Richard","Wien",651,Directed
"Beer-Hofmann, Richard","I., Innere Stadt",157,Directed
"Beer-Hofmann, Richard","Wollzeile 15 (»Berthahof«)",147,Directed
"Beer-Hofmann, Richard","Bad Ischl",133,Directed
"Beer-Hofmann, Richard","IX., Alsergrund",122,Directed
"Beer-Hofmann, Richard","XVIII., Währing",110,Directed
"Beer-Hofmann, Richard","Frankgasse 1",83,Directed
"Beer-Hofmann, Richard","Rodaun",82,Directed
"Beer-Hofmann, Richard","Hasenauerstraße 59",74,Directed
"Beer-Hofmann, Richard","Salzburg",72,Directed
"Beer-Hofmann, Richard","Edmund-Weiß-Gasse 7",68,Directed
"Beer-Hofmann, Richard","Österreich",63,Directed
"Beer-Hofmann, Richard","Liesingerstraße",51,Directed
"Beer-Hofmann, Richard","Berlin",46,Directed
"Beer-Hofmann, Richard","Sternwartestraße 71",40,Directed
"Beer-Hofmann, Richard","Bad Aussee",35,Directed
"Beer-Hofmann, Richard","Venedig",31,Directed
"Beer-Hofmann, Richard","Altaussee",29,Directed
"Beer-Hofmann, Richard","Kärnten",29,Directed
"Beer-Hofmann, Richard","Vahrn",25,Directed
"Beer-Hofmann, Richard","Semmering",24,Directed
"Beer-Hofmann, Richard","Seeboden am Millstättersee",24,Directed
"Beer-Hofmann, Richard","München",23,Directed
"Beer-Hofmann, Richard","Pörtschach am Wörthersee",22,Directed
"Beer-Hofmann, Richard","Italien",22,Directed
"Beer-Hofmann, Richard","Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock",22,Directed
"Beer-Hofmann, Richard","Eglmoosgasse",21,Directed
"Beer-Hofmann, Richard","Kopenhagen",21,Directed
"Beer-Hofmann, Richard","Steindorf am Ossiacher See",21,Directed
"Beer-Hofmann, Richard","Café Griensteidl",20,Directed
