Source,Target,Weight,Type
"Rilke, Rainer Maria","Wien",16,Directed
"Rilke, Rainer Maria","Berlin",8,Directed
"Rilke, Rainer Maria","Westerwede",7,Directed
"Rilke, Rainer Maria","Prag",5,Directed
"Rilke, Rainer Maria","Schmargendorf",5,Directed
"Rilke, Rainer Maria","Frankgasse 1",4,Directed
"Rilke, Rainer Maria","?? [Bauernhaus von Clara und Rainer Maria Rilke in Westerwede]",4,Directed
"Rilke, Rainer Maria","Villa Waldfrieden",3,Directed
"Rilke, Rainer Maria","München",3,Directed
"Rilke, Rainer Maria","Vodičkova 15B",2,Directed
"Rilke, Rainer Maria","St. Anton am Arlberg",2,Directed
"Rilke, Rainer Maria","Österreich",2,Directed
"Rilke, Rainer Maria","Burgtheater",1,Directed
"Rilke, Rainer Maria","Russland",1,Directed
"Rilke, Rainer Maria","Weißer Hirsch",1,Directed
"Rilke, Rainer Maria","Physiatrisches Sanatorium (Lahmann)",1,Directed
"Rilke, Rainer Maria","Dresden",1,Directed
"Rilke, Rainer Maria","Worpswede",1,Directed
"Rilke, Rainer Maria","Paris",1,Directed
"Rilke, Rainer Maria","Österreich-Ungarn",1,Directed
"Rilke, Rainer Maria","Salzburg",1,Directed
"Rilke, Rainer Maria","Breslau",1,Directed
"Rilke, Rainer Maria","Innsbruck",1,Directed
"Rilke, Rainer Maria","Hamburg",1,Directed
"Rilke, Rainer Maria","Venedig",1,Directed
