Source,Target,Weight,Type
"Schwarzkopf, Gustav","Wien",465,Directed
"Schwarzkopf, Gustav","I., Innere Stadt",287,Directed
"Schwarzkopf, Gustav","Tiefer Graben 23",211,Directed
"Schwarzkopf, Gustav","Tiefer Graben 17",101,Directed
"Schwarzkopf, Gustav","XVIII., Währing",48,Directed
"Schwarzkopf, Gustav","Österreich",38,Directed
"Schwarzkopf, Gustav","Bad Ischl",37,Directed
"Schwarzkopf, Gustav","Berlin",31,Directed
"Schwarzkopf, Gustav","Sternwartestraße 71",31,Directed
"Schwarzkopf, Gustav","Salzburg",27,Directed
"Schwarzkopf, Gustav","Frankgasse 1",25,Directed
"Schwarzkopf, Gustav","Edmund-Weiß-Gasse",25,Directed
"Schwarzkopf, Gustav","IX., Alsergrund",20,Directed
"Schwarzkopf, Gustav","München",19,Directed
"Schwarzkopf, Gustav","Reichenau an der Rax",16,Directed
"Schwarzkopf, Gustav","Edmund-Weiß-Gasse 7",16,Directed
"Schwarzkopf, Gustav","Semmering",16,Directed
"Schwarzkopf, Gustav","Baden bei Wien",15,Directed
"Schwarzkopf, Gustav","Venedig",13,Directed
"Schwarzkopf, Gustav","Altaussee",13,Directed
"Schwarzkopf, Gustav","Brijuni",13,Directed
"Schwarzkopf, Gustav","Bozen",12,Directed
"Schwarzkopf, Gustav","Brühl",10,Directed
"Schwarzkopf, Gustav","Südbahnhotel [Semmering]",10,Directed
"Schwarzkopf, Gustav","Innsbruck",9,Directed
"Schwarzkopf, Gustav","Hotel und Pension Rudolfshöhe (Leopold Petter)",8,Directed
"Schwarzkopf, Gustav","Volkstheater",8,Directed
"Schwarzkopf, Gustav","Schweiz",8,Directed
"Schwarzkopf, Gustav","Mödling",7,Directed
"Schwarzkopf, Gustav","Paris",7,Directed
