Source,Target,Weight,Type
"Burckhard, Max Eugen","Wien",51,Directed
"Burckhard, Max Eugen","St. Gilgen",15,Directed
"Burckhard, Max Eugen","Porzellangasse",10,Directed
"Burckhard, Max Eugen","Berlin",7,Directed
"Burckhard, Max Eugen","Burgtheater",6,Directed
"Burckhard, Max Eugen","Leipzig",5,Directed
"Burckhard, Max Eugen","Edmund-Weiß-Gasse 7",4,Directed
"Burckhard, Max Eugen","Breslau",2,Directed
"Burckhard, Max Eugen","Frankgasse 1",2,Directed
"Burckhard, Max Eugen","Salzburg",2,Directed
"Burckhard, Max Eugen","Franzosenschanze",2,Directed
"Burckhard, Max Eugen","Sprottau",1,Directed
"Burckhard, Max Eugen","Schloss Schönbrunn",1,Directed
"Burckhard, Max Eugen","Stuttgart",1,Directed
"Burckhard, Max Eugen","Volkstheater",1,Directed
"Burckhard, Max Eugen","Sofiensäle",1,Directed
"Burckhard, Max Eugen","Die Wochein",1,Directed
"Burckhard, Max Eugen","Wocheiner See",1,Directed
"Burckhard, Max Eugen","Bled",1,Directed
"Burckhard, Max Eugen","Frankfurt am Main",1,Directed
"Burckhard, Max Eugen","Seiser Alm",1,Directed
"Burckhard, Max Eugen","Schlern",1,Directed
"Burckhard, Max Eugen","Südtirol",1,Directed
"Burckhard, Max Eugen","Seis am Schlern",1,Directed
"Burckhard, Max Eugen","München",1,Directed
"Burckhard, Max Eugen","Lueg",1,Directed
"Burckhard, Max Eugen","Niederösterreich",1,Directed
"Burckhard, Max Eugen","Edlach",1,Directed
"Burckhard, Max Eugen","Reichenau an der Rax",1,Directed
"Burckhard, Max Eugen","Breitenberg",1,Directed
