Source,Target,Weight,Type
"Bahr, Hermann","Wien",353,Directed
"Bahr, Hermann","Berlin",68,Directed
"Bahr, Hermann","Edmund-Weiß-Gasse 7",55,Directed
"Bahr, Hermann","XVIII., Währing",41,Directed
"Bahr, Hermann","Günthergasse",39,Directed
"Bahr, Hermann","Ober Sankt Veit",39,Directed
"Bahr, Hermann","Salzburg",28,Directed
"Bahr, Hermann","Veitlissengasse",28,Directed
"Bahr, Hermann","XIII., Hietzing",26,Directed
"Bahr, Hermann","Sternwartestraße 71",24,Directed
"Bahr, Hermann","München",22,Directed
"Bahr, Hermann","Semmering",22,Directed
"Bahr, Hermann","Frankgasse 1",21,Directed
"Bahr, Hermann","Österreich",16,Directed
"Bahr, Hermann","IX., Alsergrund",13,Directed
"Bahr, Hermann","Steyrerhof",12,Directed
"Bahr, Hermann","Burgtheater",10,Directed
"Bahr, Hermann","Deutschland",9,Directed
"Bahr, Hermann","Volkstheater",9,Directed
"Bahr, Hermann","Venedig",8,Directed
"Bahr, Hermann","I., Innere Stadt",7,Directed
"Bahr, Hermann","Bad Ischl",7,Directed
"Bahr, Hermann","Deutsches Theater Berlin",7,Directed
"Bahr, Hermann","Italien",7,Directed
"Bahr, Hermann","London",6,Directed
"Bahr, Hermann","Paris",5,Directed
"Bahr, Hermann","Salesianergasse 12",4,Directed
"Bahr, Hermann","Leipzig",4,Directed
"Bahr, Hermann","Bösendorfer-Saal",4,Directed
"Bahr, Hermann","Hamburg",4,Directed
