Source,SourceID,Target,TargetID,Year,Type,Label,Weight
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1931","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1931","1"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1891","Undirected","Arthur Schnitzler – Hermann Bahr, 1891","1"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1892","Undirected","Arthur Schnitzler – Hermann Bahr, 1892","8"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1893","Undirected","Arthur Schnitzler – Hermann Bahr, 1893","12"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1894","Undirected","Arthur Schnitzler – Hermann Bahr, 1894","10"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1895","Undirected","Arthur Schnitzler – Hermann Bahr, 1895","9"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1896","Undirected","Arthur Schnitzler – Hermann Bahr, 1896","19"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1897","Undirected","Arthur Schnitzler – Hermann Bahr, 1897","19"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1898","Undirected","Arthur Schnitzler – Hermann Bahr, 1898","15"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1899","Undirected","Arthur Schnitzler – Hermann Bahr, 1899","8"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1900","Undirected","Arthur Schnitzler – Hermann Bahr, 1900","9"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1901","Undirected","Arthur Schnitzler – Hermann Bahr, 1901","28"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1902","Undirected","Arthur Schnitzler – Hermann Bahr, 1902","16"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1903","Undirected","Arthur Schnitzler – Hermann Bahr, 1903","35"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1904","Undirected","Arthur Schnitzler – Hermann Bahr, 1904","31"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1905","Undirected","Arthur Schnitzler – Hermann Bahr, 1905","23"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1906","Undirected","Arthur Schnitzler – Hermann Bahr, 1906","14"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1907","Undirected","Arthur Schnitzler – Hermann Bahr, 1907","21"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1908","Undirected","Arthur Schnitzler – Hermann Bahr, 1908","12"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1909","Undirected","Arthur Schnitzler – Hermann Bahr, 1909","16"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1910","Undirected","Arthur Schnitzler – Hermann Bahr, 1910","11"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1911","Undirected","Arthur Schnitzler – Hermann Bahr, 1911","4"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1912","Undirected","Arthur Schnitzler – Hermann Bahr, 1912","8"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1913","Undirected","Arthur Schnitzler – Hermann Bahr, 1913","10"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1914","Undirected","Arthur Schnitzler – Hermann Bahr, 1914","4"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1915","Undirected","Arthur Schnitzler – Hermann Bahr, 1915","2"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1918","Undirected","Arthur Schnitzler – Hermann Bahr, 1918","3"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1921","Undirected","Arthur Schnitzler – Hermann Bahr, 1921","2"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1922","Undirected","Arthur Schnitzler – Hermann Bahr, 1922","3"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1930","Undirected","Arthur Schnitzler – Hermann Bahr, 1930","4"
"Arthur Schnitzler","2121","Hermann Bahr","10815","1931","Undirected","Arthur Schnitzler – Hermann Bahr, 1931","2"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1891","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1891","25"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1892","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1892","16"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1893","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1893","15"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1894","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1894","13"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1895","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1895","11"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1896","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1896","26"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1897","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1897","23"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1898","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1898","37"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1899","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1899","20"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1900","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1900","30"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1901","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1901","26"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1902","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1902","17"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1903","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1903","29"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1904","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1904","28"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1905","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1905","8"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1906","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1906","10"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1907","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1907","2"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1909","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1909","4"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1914","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1914","16"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1915","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1915","8"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1916","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1916","20"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1917","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1917","12"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1918","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1918","17"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1919","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1919","3"
"Hermann Bahr","10815","Hugo von Hofmannsthal","11740","1921","Undirected","Hermann Bahr – Hugo von Hofmannsthal, 1921","9"
