year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1885,2,
1886,1,
1887,0,
1888,0,1
1889,1,0
1890,0,0
1891,0,0
1892,7,3
1893,16,3
1894,18,5
1895,41,11
1896,3,3
1897,0,2
1898,1,4
1899,3,2
1900,13,1
1901,5,0
1902,1,3
1903,0,1
1904,0,6
1905,0,1
1906,0,3
1907,0,1
1908,0,2
1909,0,6
1910,0,2
1911,0,3
1912,0,2
1913,0,0
1914,0,0
1915,0,1
1916,0,1
1917,0,3
1918,0,2
1919,0,2
1920,0,5
1921,0,1
1922,0,3
1923,0,3
1924,0,1
1925,0,1
1926,0,1
1927,0,7
1928,0,0
1929,0,2
1930,0,0
1931,0,1
