year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1885,0,
1886,0,
1887,0,
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,2,0
1895,0,0
1896,6,0
1897,8,0
1898,4,0
1899,12,0
1900,6,0
1901,15,0
1902,0,0
1903,0,0
1904,1,0
1905,0,0
1906,7,0
1907,0,0
1908,2,0
1909,1,0
1910,1,0
1911,7,0
1912,5,0
1913,2,0
1914,6,0
1915,5,0
1916,0,0
1917,2,0
1918,3,0
1919,0,0
1920,4,0
1921,1,0
1922,4,0
1923,2,0
1924,4,0
1925,14,0
1926,4,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
