year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1888,0,
1889,0,
1890,0,
1891,0,
1892,0,
1893,0,
1894,0,
1895,0,
1896,0,
1897,0,
1898,1,
1899,0,
1900,1,
1901,0,
1902,0,
1903,0,
1904,0,
1905,0,
1906,1,
1907,6,
1908,0,
1909,0,
1910,2,
1911,4,
1912,3,
1913,3,
1914,0,
1915,0,
1916,0,
1917,0,
1918,0,
1919,0,
1920,0,
1921,2,
1922,1,
1923,0,
1924,0,
1925,5,
1926,4,
1927,1,
1928,0,
1929,0,
1930,0,
1931,0,
