year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1885,0,
1886,0,
1887,0,
1888,0,0
1889,0,0
1890,0,0
1891,1,0
1892,8,0
1893,12,0
1894,10,0
1895,9,0
1896,19,0
1897,19,0
1898,15,0
1899,8,0
1900,9,0
1901,28,0
1902,17,0
1903,34,0
1904,30,0
1905,23,0
1906,14,0
1907,21,0
1908,12,0
1909,16,0
1910,11,0
1911,4,0
1912,9,0
1913,10,0
1914,4,0
1915,2,0
1916,0,0
1917,0,0
1918,5,0
1919,0,0
1920,0,0
1921,4,0
1922,3,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,4,0
1931,2,0
