Source,Target,Weight,Type
"Sosnosky, Theodor von","J.G. Cotta’sche Buchhandlung Nachfolger",5,Directed
"Sosnosky, Theodor von","Jung Wien",2,Directed
"Sosnosky, Theodor von","[Ehrenrat der österreichisch-ungarischen Armee zur Veröffentlichung von Lieutenant Gustl, 1901]",2,Directed
"Sosnosky, Theodor von","Albert Langen",1,Directed
"Sosnosky, Theodor von","S. Fischer Verlag",1,Directed
"Sosnosky, Theodor von","Die Nation",1,Directed
"Sosnosky, Theodor von","Neues Wiener Tagblatt",1,Directed
"Sosnosky, Theodor von","F. Fontane",1,Directed
"Sosnosky, Theodor von","Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte",1,Directed
"Sosnosky, Theodor von","Reichswehr",1,Directed
"Sosnosky, Theodor von","Gemeinsame Armee der österreichisch-ungarischen Doppelmonarchie",1,Directed
