Source,Target,Weight,Type
"Fels, Friedrich M.","Allgemeine Kunst-Chronik",3,Directed
"Fels, Friedrich M.","Die Presse",3,Directed
"Fels, Friedrich M.","Neues Wiener Tagblatt",2,Directed
"Fels, Friedrich M.","Deutsche Zeitung",2,Directed
"Fels, Friedrich M.","Wiener Allgemeine Zeitung",2,Directed
"Fels, Friedrich M.","Leopold Weiss",1,Directed
"Fels, Friedrich M.","Moderne Dichtung/Moderne Rundschau",1,Directed
"Fels, Friedrich M.","Jung Wien",1,Directed
"Fels, Friedrich M.","Grazer Tagblatt",1,Directed
"Fels, Friedrich M.","Neue Freie Presse",1,Directed
"Fels, Friedrich M.","Concordia. Journalisten- und Schriftstellerverein",1,Directed
"Fels, Friedrich M.","Deutsche Schillerstiftung",1,Directed
"Fels, Friedrich M.","Tagespost",1,Directed
"Fels, Friedrich M.","Dr. A. Gude GmbH.",1,Directed
"Fels, Friedrich M.","Augartenfest",1,Directed
"Fels, Friedrich M.","Extrapost",1,Directed
"Fels, Friedrich M.","Die Zukunft",1,Directed
"Fels, Friedrich M.","Die Nation",1,Directed
"Fels, Friedrich M.","Die Gegenwart",1,Directed
"Fels, Friedrich M.","Wiener Zeitung",1,Directed
"Fels, Friedrich M.","Wiener Tagblatt",1,Directed
"Fels, Friedrich M.","Philipp Reclam jun.",1,Directed
"Fels, Friedrich M.","Vossische Zeitung",1,Directed
"Fels, Friedrich M.","Montags-Revue",1,Directed
"Fels, Friedrich M.","Kölnische Zeitung",1,Directed
"Fels, Friedrich M.","S. Fischer Verlag",1,Directed
"Fels, Friedrich M.","Meininger",1,Directed
"Fels, Friedrich M.","Neue Zürcher Zeitung",1,Directed
"Fels, Friedrich M.","Burgtheater",1,Directed
