Source,Target,Weight,Type
"Kraus, Karl","",5,Directed
"Kraus, Karl","",3,Directed
"Kraus, Karl","",2,Directed
"Kraus, Karl","",2,Directed
"Kraus, Karl","",2,Directed
"Kraus, Karl","",2,Directed
"Kraus, Karl","Die Gesellschaft",1,Directed
"Kraus, Karl","Bibliographisches Bureau",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","Wiener Zeitung",1,Directed
"Kraus, Karl","Wiener Abendpost",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","",1,Directed
"Kraus, Karl","Ansorge-Verein. Verein zur Förderung moderner Kunst",1,Directed
"Kraus, Karl","Franz-Grillparzer-Preis",1,Directed
