Source,Target,Weight,Type
"Brandes, Georg","Neue Freie Presse",8,Directed
"Brandes, Georg","S. Fischer Verlag",4,Directed
"Brandes, Georg","Frankfurter Zeitung",4,Directed
"Brandes, Georg","Die Zeit. Wiener Wochenschrift",3,Directed
"Brandes, Georg","Burgtheater",3,Directed
"Brandes, Georg","Nobelpreis",3,Directed
"Brandes, Georg","Erich-Reiss-Verlag",3,Directed
"Brandes, Georg","Die Zukunft",2,Directed
"Brandes, Georg","Der Tag",2,Directed
"Brandes, Georg","Österreichische Akademie der Wissenschaften",2,Directed
"Brandes, Georg","Kungliga Vetenskapsakademien",2,Directed
"Brandes, Georg","Københavns Universitet",2,Directed
"Brandes, Georg","K. u. k. Zensurstelle",2,Directed
"Brandes, Georg","",1,Directed
"Brandes, Georg","Siegismund u Volkening",1,Directed
"Brandes, Georg","Deutsches Theater Berlin",1,Directed
"Brandes, Georg","Agramer Zeitung",1,Directed
"Brandes, Georg","Hermann Barsdorf",1,Directed
"Brandes, Georg","Verein Berliner Presse",1,Directed
"Brandes, Georg","Die Nation",1,Directed
"Brandes, Georg","L’Aurore",1,Directed
"Brandes, Georg","Le Siècle",1,Directed
"Brandes, Georg","Svensk Dagbladet",1,Directed
"Brandes, Georg","Calmann-Lévy",1,Directed
"Brandes, Georg","Liberaler Club",1,Directed
"Brandes, Georg","Göteborgs Handels- och Sjöfartstidning",1,Directed
"Brandes, Georg","Wilhelm Issleib Verlagsbuchhandlung und Buchdruckerei",1,Directed
"Brandes, Georg","Althing",1,Directed
"Brandes, Georg","Det Kongelige Bibliotek",1,Directed
"Brandes, Georg","Georg Brandes-arkiv",1,Directed
"Brandes, Georg","J.G. Cotta’sche Buchhandlung Nachfolger",1,Directed
"Brandes, Georg","Der Merker",1,Directed
"Brandes, Georg","Kongelige Danske Videnskabernes Selskab",1,Directed
"Brandes, Georg","American Academy of Arts and Sciences",1,Directed
"Brandes, Georg","Royal Society",1,Directed
"Brandes, Georg","Società Italiana delle Scienze detta dei XL",1,Directed
"Brandes, Georg","Det Kongelige Norske Videnskabers Selskab",1,Directed
"Brandes, Georg","Kölnische Zeitung",1,Directed
"Brandes, Georg","New Yorker Staats-Zeitung",1,Directed
"Brandes, Georg","[Russische Zeitschrift, in der 1914 gefälschtes Interview von Schnitzler erschien]",1,Directed
"Brandes, Georg","Det Kongelige Teater",1,Directed
"Brandes, Georg","Studentersamfundet",1,Directed
"Brandes, Georg","Philipp Reclam jun.",1,Directed
"Brandes, Georg","Wanderbühne des österreichischen Volksbildungsamtes",1,Directed
"Brandes, Georg","Akademie der Wissenschaften",1,Directed
"Brandes, Georg","Astor Theatre",1,Directed
"Brandes, Georg","Guild Theatre",1,Directed
"Brandes, Georg","Volkstheater",1,Directed
"Brandes, Georg","Vossische Zeitung",1,Directed
"Brandes, Georg","Die Dame",1,Directed
