Source,Target,Weight,Type
"Beer-Hofmann, Richard","",11,Directed
"Beer-Hofmann, Richard","Wiener Schachclub",10,Directed
"Beer-Hofmann, Richard","Die Zeit. Wiener Wochenschrift",8,Directed
"Beer-Hofmann, Richard","",5,Directed
"Beer-Hofmann, Richard","Lessing-Theater",3,Directed
"Beer-Hofmann, Richard","",3,Directed
"Beer-Hofmann, Richard","Neue Freie Presse",3,Directed
"Beer-Hofmann, Richard","Deutsches Theater Berlin",3,Directed
"Beer-Hofmann, Richard","Accademia di belle arti di Venezia",3,Directed
"Beer-Hofmann, Richard","?? [Wiener Club September 1901]",3,Directed
"Beer-Hofmann, Richard","Frankfurter Zeitung",2,Directed
"Beer-Hofmann, Richard","",2,Directed
"Beer-Hofmann, Richard","",2,Directed
"Beer-Hofmann, Richard","",2,Directed
"Beer-Hofmann, Richard","Westbahnstrecke",2,Directed
"Beer-Hofmann, Richard","",2,Directed
"Beer-Hofmann, Richard","",2,Directed
"Beer-Hofmann, Richard","",2,Directed
"Beer-Hofmann, Richard","",2,Directed
"Beer-Hofmann, Richard","J. Eisenstein & Co.",2,Directed
"Beer-Hofmann, Richard","Wenzel Swatek",2,Directed
"Beer-Hofmann, Richard","Jung-Wiener Theater zum Lieben Augustin",2,Directed
"Beer-Hofmann, Richard","Akademischer Verein für Kunst und Literatur",2,Directed
"Beer-Hofmann, Richard","Cabaret Fledermaus",2,Directed
"Beer-Hofmann, Richard","Bund für Mutterschutz",2,Directed
"Beer-Hofmann, Richard","Bundestheaterkassen",2,Directed
"Beer-Hofmann, Richard","Gesellschaft Deutscher Naturforscher und Ärzte",1,Directed
"Beer-Hofmann, Richard","",1,Directed
"Beer-Hofmann, Richard","",1,Directed
"Beer-Hofmann, Richard","",1,Directed
