Source,Target,Weight,Type
"Zweig, Stefan","Burgtheater",8,Directed
"Zweig, Stefan","Kriegsarchiv",7,Directed
"Zweig, Stefan","S. Fischer Verlag",4,Directed
"Zweig, Stefan","Wremja",4,Directed
"Zweig, Stefan","Neue Freie Presse",3,Directed
"Zweig, Stefan","Antiquariat Emil Hirsch",3,Directed
"Zweig, Stefan","Insel Verlag",2,Directed
"Zweig, Stefan","Verein Volksheim",2,Directed
"Zweig, Stefan","Mercure de France",2,Directed
"Zweig, Stefan","Théâtre Hébertot",2,Directed
"Zweig, Stefan","Volkstheater",2,Directed
"Zweig, Stefan","Außenministerium",2,Directed
"Zweig, Stefan","Thomas Seltzer, Inc.",2,Directed
"Zweig, Stefan","Espasa-Calpe",2,Directed
"Zweig, Stefan","Franz-Grillparzer-Preis",1,Directed
"Zweig, Stefan","Robert Lutz",1,Directed
"Zweig, Stefan","Schuster & Loeffler",1,Directed
"Zweig, Stefan","Komissarževskaja-Theater",1,Directed
"Zweig, Stefan","Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte",1,Directed
"Zweig, Stefan","Kleines Theater",1,Directed
"Zweig, Stefan","Odéon",1,Directed
"Zweig, Stefan","Théâtre des Variétés",1,Directed
"Zweig, Stefan","Bezirkshauptmannschaft Leitmeritz",1,Directed
"Zweig, Stefan","Ministerium für Inneres",1,Directed
"Zweig, Stefan","Polizeidirektion Wien",1,Directed
"Zweig, Stefan","Hugo Heller",1,Directed
"Zweig, Stefan","Niederösterreichische Statthalterei",1,Directed
"Zweig, Stefan","Niederösterreichischer Zensurbeirat",1,Directed
"Zweig, Stefan","Akademischer Verein für Kunst und Literatur",1,Directed
"Zweig, Stefan","Concordia. Journalisten- und Schriftstellerverein",1,Directed
"Zweig, Stefan","Akademischer Verband für Literatur und Musik in Wien",1,Directed
"Zweig, Stefan","Deutsches Theater Berlin",1,Directed
"Zweig, Stefan","Journal de Genève",1,Directed
"Zweig, Stefan","Reichspost",1,Directed
"Zweig, Stefan","K.K. Hof-Oper",1,Directed
"Zweig, Stefan","Lessing-Theater",1,Directed
"Zweig, Stefan","k. u. k. Kriegsministerium",1,Directed
"Zweig, Stefan","Österreichisches Staatsarchiv",1,Directed
"Zweig, Stefan","Salzburger Festspiele",1,Directed
"Zweig, Stefan","University of London",1,Directed
"Zweig, Stefan","King’s College London",1,Directed
"Zweig, Stefan","Schutzverband deutscher Schriftsteller",1,Directed
"Zweig, Stefan","Österreichischer PEN-Club",1,Directed
"Zweig, Stefan","Stock",1,Directed
"Zweig, Stefan","Internationaler Psychoanalytischer Verlag",1,Directed
