Source,Target,Weight,Type
"Kafka, Eduard Michael","Magazin für die Literatur des Auslandes",2,Directed
"Kafka, Eduard Michael","»Freie Bühne« Verein für moderne Literatur",1,Directed
"Kafka, Eduard Michael","Moderne Dichtung/Moderne Rundschau",1,Directed
"Kafka, Eduard Michael","Holzwarth & Ortony",1,Directed
"Kafka, Eduard Michael","Freie literarische Gesellschaft Hamburg",1,Directed
"Kafka, Eduard Michael","Deutsches Theater Berlin",1,Directed
"Kafka, Eduard Michael","Residenz-Theater Berlin",1,Directed
"Kafka, Eduard Michael","F. und P. Lehmann",1,Directed
"Kafka, Eduard Michael","Saisontheater Ischl",1,Directed
"Kafka, Eduard Michael","Berliner Tageblatt",1,Directed
"Kafka, Eduard Michael","Literarisches Bureau Clemens Freyer",1,Directed
