Source,Target,Weight,Type
"Burckhard, Max Eugen","Wiener Verlag",4,Directed
"Burckhard, Max Eugen","Burgtheater",3,Directed
"Burckhard, Max Eugen","S. Fischer Verlag",2,Directed
"Burckhard, Max Eugen","Österreichische Nationalbibliothek",2,Directed
"Burckhard, Max Eugen","",1,Directed
"Burckhard, Max Eugen","",1,Directed
"Burckhard, Max Eugen","Deutsches Theater Berlin",1,Directed
"Burckhard, Max Eugen","Grillparzer-Gesellschaft",1,Directed
"Burckhard, Max Eugen","J.G. Cotta’sche Buchhandlung Nachfolger",1,Directed
"Burckhard, Max Eugen","Ferienheim",1,Directed
"Burckhard, Max Eugen","Carl-Theater",1,Directed
"Burckhard, Max Eugen","Lessing-Theater",1,Directed
"Burckhard, Max Eugen","F. Tempsky",1,Directed
"Burckhard, Max Eugen","G. Freytag",1,Directed
"Burckhard, Max Eugen","Rütten & Loening",1,Directed
"Burckhard, Max Eugen","Pester Lloyd",1,Directed
"Burckhard, Max Eugen","Volkstheater",1,Directed
"Burckhard, Max Eugen","Puttkammer & Mühlbrecht, Buchhandlung für Staats- und Rechtswissenschaft",1,Directed
"Burckhard, Max Eugen","Halkyone-Verlag",1,Directed
"Burckhard, Max Eugen","Deutsch-Österreichischer Verlag",1,Directed
