Source,Target,Weight,Type
"Schwarzkopf, Gustav","Burgtheater",7,Directed
"Schwarzkopf, Gustav","Volkstheater",7,Directed
"Schwarzkopf, Gustav","Deutsches Theater Berlin",3,Directed
"Schwarzkopf, Gustav","Heinrich Minden",2,Directed
"Schwarzkopf, Gustav","Südbahnstrecke",2,Directed
"Schwarzkopf, Gustav","Wiener Stadtbahn",2,Directed
"Schwarzkopf, Gustav","Neue Freie Presse",2,Directed
"Schwarzkopf, Gustav","Wiener Schachclub",2,Directed
"Schwarzkopf, Gustav","Neues Deutsches Theater",2,Directed
"Schwarzkopf, Gustav","Neues Theater",2,Directed
"Schwarzkopf, Gustav","Raimund-Theater",1,Directed
"Schwarzkopf, Gustav","Deutsche Zeitung",1,Directed
"Schwarzkopf, Gustav","Südbahn-Gesellschaft",1,Directed
"Schwarzkopf, Gustav","Philipp Reclam jun.",1,Directed
"Schwarzkopf, Gustav","Sig Jarl",1,Directed
"Schwarzkopf, Gustav","Die Zeit. Wiener Wochenschrift",1,Directed
"Schwarzkopf, Gustav","Théâtre de l’Œuvre",1,Directed
"Schwarzkopf, Gustav","Jockey-Club für Österreich",1,Directed
"Schwarzkopf, Gustav","Lessing-Theater",1,Directed
"Schwarzkopf, Gustav","K. u. k. Zensurstelle",1,Directed
"Schwarzkopf, Gustav","Volkswirtschaftlicher Verein",1,Directed
"Schwarzkopf, Gustav","Secessionsbühne",1,Directed
"Schwarzkopf, Gustav","Reichswehr",1,Directed
"Schwarzkopf, Gustav","Schall und Rauch",1,Directed
"Schwarzkopf, Gustav","Deutsches Schauspielhaus in Hamburg",1,Directed
"Schwarzkopf, Gustav","Observer. Alexander Weigl’s Unternehmen für Zeitungssausschnitte",1,Directed
"Schwarzkopf, Gustav","Theater in der Josefstadt",1,Directed
"Schwarzkopf, Gustav","Ständetheater",1,Directed
"Schwarzkopf, Gustav","Kleines Theater",1,Directed
"Schwarzkopf, Gustav","Aspangbahn",1,Directed
