Source,Target,Weight,Type
"Schwarzkopf, Gustav","Olga Schnitzler",65,Directed
"Schwarzkopf, Gustav","Max Schwarzkopf",40,Directed
"Schwarzkopf, Gustav","Richard Beer-Hofmann",39,Directed
"Schwarzkopf, Gustav","Hugo von Hofmannsthal",24,Directed
"Schwarzkopf, Gustav","Louise Schnitzler",19,Directed
"Schwarzkopf, Gustav","Heinrich Schnitzler",19,Directed
"Schwarzkopf, Gustav","Paul Goldmann",17,Directed
"Schwarzkopf, Gustav","Paul Marx",14,Directed
"Schwarzkopf, Gustav","Felix Salten",13,Directed
"Schwarzkopf, Gustav","Lili Cappellini",13,Directed
"Schwarzkopf, Gustav","Jakob Wassermann",12,Directed
"Schwarzkopf, Gustav","Elisabeth Steinrück",12,Directed
"Schwarzkopf, Gustav","Gisela Hajek",10,Directed
"Schwarzkopf, Gustav","Leo Ebermann",9,Directed
"Schwarzkopf, Gustav","Julius Schnitzler",8,Directed
"Schwarzkopf, Gustav","Emil Schwarzkopf",7,Directed
"Schwarzkopf, Gustav","Otto Brahm",7,Directed
"Schwarzkopf, Gustav","Marie Elsinger",7,Directed
"Schwarzkopf, Gustav","Carl Karlweis",6,Directed
"Schwarzkopf, Gustav","Marie Reinhard",6,Directed
"Schwarzkopf, Gustav","Karl Kraus",6,Directed
"Schwarzkopf, Gustav","Leo Van-Jung",5,Directed
"Schwarzkopf, Gustav","Hermann Bahr",5,Directed
"Schwarzkopf, Gustav","Robert Hirschfeld",5,Directed
"Schwarzkopf, Gustav","Gertrude von Hofmannsthal",5,Directed
"Schwarzkopf, Gustav","Hugo August von Hofmannsthal",4,Directed
"Schwarzkopf, Gustav","Oskar Blumenthal",4,Directed
"Schwarzkopf, Gustav","Vincenz Chiavacci",4,Directed
"Schwarzkopf, Gustav","Georg Hirschfeld",4,Directed
"Schwarzkopf, Gustav","Marie Glümer",4,Directed
"Schwarzkopf, Gustav","Alfred Dreyfus",4,Directed
"Schwarzkopf, Gustav","Helene Schnitzler",4,Directed
"Schwarzkopf, Gustav","Rudolf Schwarzkopf",3,Directed
"Schwarzkopf, Gustav","Alfred Kerr",3,Directed
"Schwarzkopf, Gustav","Ludwig Ganghofer",3,Directed
"Schwarzkopf, Gustav","Katharina Ganghofer",3,Directed
"Schwarzkopf, Gustav","Hans Schnitzler",3,Directed
"Schwarzkopf, Gustav","Hans Kapper",3,Directed
"Schwarzkopf, Gustav","Rudolf Holzer",3,Directed
"Schwarzkopf, Gustav","Geza Silberer",3,Directed
"Schwarzkopf, Gustav","Christine Schönberger",2,Directed
"Schwarzkopf, Gustav","Felix Viktor Wachtel",2,Directed
"Schwarzkopf, Gustav","Anna von Hofmannsthal",2,Directed
"Schwarzkopf, Gustav","Ferry Bératon",2,Directed
"Schwarzkopf, Gustav","Helene Keßler",2,Directed
"Schwarzkopf, Gustav","Samuel Fischer",2,Directed
"Schwarzkopf, Gustav","Rudolf Goldscheid",2,Directed
"Schwarzkopf, Gustav","Alfred Mandl",2,Directed
"Schwarzkopf, Gustav","Georg Christoph Lichtenberg",2,Directed
"Schwarzkopf, Gustav","Ermete Zacconi",2,Directed
"Schwarzkopf, Gustav","?? [Totgeborener Sohn von Arthur Schnitzler und Marie Reinhard]",2,Directed
"Schwarzkopf, Gustav","Emilie Hirschfeld",2,Directed
"Schwarzkopf, Gustav","Caroline Burger",2,Directed
"Schwarzkopf, Gustav","Marie Schey",2,Directed
"Schwarzkopf, Gustav","Gustav Kadelburg",2,Directed
"Schwarzkopf, Gustav","Adele Sandrock",2,Directed
"Schwarzkopf, Gustav","Friedrich Kapper",2,Directed
"Schwarzkopf, Gustav","Ernst Vergani",2,Directed
"Schwarzkopf, Gustav","Karl Hermann Wolf",2,Directed
"Schwarzkopf, Gustav","Gerhart Hauptmann",2,Directed
"Schwarzkopf, Gustav","Max Hiller",2,Directed
"Schwarzkopf, Gustav","Ida Hiller",2,Directed
"Schwarzkopf, Gustav","Paul Schlenther",2,Directed
"Schwarzkopf, Gustav","Josef Gregorig",2,Directed
"Schwarzkopf, Gustav","Richard Rosenbaum",2,Directed
"Schwarzkopf, Gustav","Julie Wassermann",2,Directed
"Schwarzkopf, Gustav","Ludwig Wolff",2,Directed
"Schwarzkopf, Gustav","Moriz Benedikt",2,Directed
"Schwarzkopf, Gustav","Alice Hétsey-Holzer",2,Directed
"Schwarzkopf, Gustav","Adele Schreiber",2,Directed
"Schwarzkopf, Gustav","Angelo Neumann",2,Directed
"Schwarzkopf, Gustav","Max Reinhardt",2,Directed
"Schwarzkopf, Gustav","Stefanie Bachrach",2,Directed
"Schwarzkopf, Gustav","Clara Katharina Pollaczek",2,Directed
"Schwarzkopf, Gustav","Christine Schönberger",1,Directed
"Schwarzkopf, Gustav","?? [Köchin von Gustav Schwarzkopf, 1893]",1,Directed
"Schwarzkopf, Gustav","Else Berger",1,Directed
"Schwarzkopf, Gustav","Julius Schlesinger",1,Directed
"Schwarzkopf, Gustav","Therese Schlesinger",1,Directed
"Schwarzkopf, Gustav","Tizian",1,Directed
"Schwarzkopf, Gustav","Heinrich Kadelburg",1,Directed
"Schwarzkopf, Gustav","Ferdinand Raimund",1,Directed
"Schwarzkopf, Gustav","Helene Odilon",1,Directed
"Schwarzkopf, Gustav","Paul von Schönthan-Pernwald",1,Directed
"Schwarzkopf, Gustav","Sigmund Lautenburg",1,Directed
"Schwarzkopf, Gustav","Arthur Pserhofer",1,Directed
"Schwarzkopf, Gustav","Felix Dörmann",1,Directed
