Source,Target,Weight,Type
"Kraus, Karl","Hugo von Hofmannsthal",9,Directed
"Kraus, Karl","Richard Beer-Hofmann",7,Directed
"Kraus, Karl","Michael Georg Conrad",3,Directed
"Kraus, Karl","Heinrich Osten",3,Directed
"Kraus, Karl","Felix Dörmann",3,Directed
"Kraus, Karl","Richard Specht",3,Directed
"Kraus, Karl","Felix Salten",3,Directed
"Kraus, Karl","Hermann Bahr",3,Directed
"Kraus, Karl","Gilbert Otto Neumann-Hofer",3,Directed
"Kraus, Karl","Franziskus Haehnel",2,Directed
"Kraus, Karl","Alexander Engel",2,Directed
"Kraus, Karl","Josef Schmid-Braunfels",2,Directed
"Kraus, Karl","Friedrich von Schiller",2,Directed
"Kraus, Karl","Gerhart Hauptmann",2,Directed
"Kraus, Karl","Carl Hermann Busse",2,Directed
"Kraus, Karl","Edmund Wengraf",2,Directed
"Kraus, Karl","Detlev von Liliencron",2,Directed
"Kraus, Karl","Johann Schnitzler",2,Directed
"Kraus, Karl","Friedrich Elbogen",2,Directed
"Kraus, Karl","Kete Fox",2,Directed
"Kraus, Karl","Oskar Blumenthal",1,Directed
"Kraus, Karl","Gustav Kadelburg",1,Directed
"Kraus, Karl","Friedrich Schik",1,Directed
"Kraus, Karl","Paul Barsch",1,Directed
"Kraus, Karl","Moriz von Barth",1,Directed
"Kraus, Karl","Samuel Fischer",1,Directed
"Kraus, Karl","Felix Hollaender",1,Directed
"Kraus, Karl","Wilhelm Bölsche",1,Directed
"Kraus, Karl","Otto Julius Bierbaum",1,Directed
"Kraus, Karl","Leo Van-Jung",1,Directed
"Kraus, Karl","Boris Van-Jung",1,Directed
"Kraus, Karl","Georg Fischer",1,Directed
"Kraus, Karl","Robert Fischer",1,Directed
"Kraus, Karl","Eleonora Duse",1,Directed
"Kraus, Karl","Charlotte Wolter",1,Directed
"Kraus, Karl","Victorien Sardou",1,Directed
"Kraus, Karl","Henrik Ibsen",1,Directed
"Kraus, Karl","Leopold Weiß",1,Directed
"Kraus, Karl","Alexander Landesberg",1,Directed
"Kraus, Karl","Paul Schettler",1,Directed
"Kraus, Karl","Anton Lindner",1,Directed
"Kraus, Karl","Otto Erich Hartleben",1,Directed
"Kraus, Karl","Wilhelm Meyer-Förster",1,Directed
"Kraus, Karl","Theodor Fontane",1,Directed
"Kraus, Karl","Robert Misch",1,Directed
"Kraus, Karl","Gustav von Moser",1,Directed
"Kraus, Karl","Stefan Skrein",1,Directed
"Kraus, Karl","Julius Bauer",1,Directed
"Kraus, Karl","Max Devrient",1,Directed
"Kraus, Karl","Josef Jarno",1,Directed
"Kraus, Karl","Julie Falkner",1,Directed
"Kraus, Karl","Robert Hirschfeld",1,Directed
"Kraus, Karl","Arthur Brehmer",1,Directed
"Kraus, Karl","Hanns von Gumppenberg",1,Directed
"Kraus, Karl","Georg Hirschfeld",1,Directed
"Kraus, Karl","Louise Sigert",1,Directed
"Kraus, Karl","Moriz Ehrenfeld",1,Directed
"Kraus, Karl","Theodor Entsch",1,Directed
"Kraus, Karl","Fedor von Zobeltitz",1,Directed
"Kraus, Karl","Karl Peter Rosner",1,Directed
"Kraus, Karl","Jakob Schreiner",1,Directed
"Kraus, Karl","Christian Lorey",1,Directed
"Kraus, Karl","Albert Claughten Fox",1,Directed
