Source,Target,Weight,Type
"Ehrenstein, Albert","Charlotte Ehrenstein",8,Directed
"Ehrenstein, Albert","Alexander Ehrenstein",7,Directed
"Ehrenstein, Albert","Raoul Auernheimer",7,Directed
"Ehrenstein, Albert","Adolf Treibl",5,Directed
"Ehrenstein, Albert","Sigmund Kornfeld",5,Directed
"Ehrenstein, Albert","Oskar Bie",5,Directed
"Ehrenstein, Albert","Stefan Großmann",4,Directed
"Ehrenstein, Albert","Karl Kraus",4,Directed
"Ehrenstein, Albert","August Fournier",3,Directed
"Ehrenstein, Albert","Samuel Fischer",3,Directed
"Ehrenstein, Albert","Alfred Polgar",3,Directed
"Ehrenstein, Albert","Homer",3,Directed
"Ehrenstein, Albert","Alfred Adler",2,Directed
"Ehrenstein, Albert","Olga Schnitzler",2,Directed
"Ehrenstein, Albert","Franz Grillparzer",2,Directed
"Ehrenstein, Albert","Camill Hoffmann",2,Directed
"Ehrenstein, Albert","?? [Studienkollege von Albert Ehrenstein]",2,Directed
"Ehrenstein, Albert","Rudolf Alexander Schröder",2,Directed
"Ehrenstein, Albert","Hanns von Gumppenberg",2,Directed
"Ehrenstein, Albert","Edmund Jelinek",1,Directed
"Ehrenstein, Albert","Jakob Ehrenstein",1,Directed
"Ehrenstein, Albert","Johann Gottfried von Herder",1,Directed
"Ehrenstein, Albert","Euripides",1,Directed
"Ehrenstein, Albert","Karl Gutzkow",1,Directed
"Ehrenstein, Albert","Friedrich Halm",1,Directed
"Ehrenstein, Albert","Walther von der Vogelweide",1,Directed
"Ehrenstein, Albert","Hugo von Hofmannsthal",1,Directed
"Ehrenstein, Albert","Karl Glossy",1,Directed
"Ehrenstein, Albert","Felix von Oppenheimer",1,Directed
"Ehrenstein, Albert","Maurice Donnay",1,Directed
