Source,Target,Weight,Type
"Hofmannsthal, Hugo von","Richard Beer-Hofmann",152,Directed
"Hofmannsthal, Hugo von","Gertrude von Hofmannsthal",92,Directed
"Hofmannsthal, Hugo von","Olga Schnitzler",78,Directed
"Hofmannsthal, Hugo von","Hugo August von Hofmannsthal",59,Directed
"Hofmannsthal, Hugo von","Hermann Bahr",55,Directed
"Hofmannsthal, Hugo von","Felix Salten",47,Directed
"Hofmannsthal, Hugo von","Otto Brahm",34,Directed
"Hofmannsthal, Hugo von","Paul Goldmann",32,Directed
"Hofmannsthal, Hugo von","Anna von Hofmannsthal",29,Directed
"Hofmannsthal, Hugo von","Frieda Pollak",28,Directed
"Hofmannsthal, Hugo von","Gustav Schwarzkopf",25,Directed
"Hofmannsthal, Hugo von","Heinrich Schnitzler",23,Directed
"Hofmannsthal, Hugo von","Christiane Zimmer",23,Directed
"Hofmannsthal, Hugo von","Jakob Wassermann",20,Directed
"Hofmannsthal, Hugo von","Leopold von Andrian-Werburg",18,Directed
"Hofmannsthal, Hugo von","Marie Reinhard",16,Directed
"Hofmannsthal, Hugo von","Johann Wolfgang von Goethe",15,Directed
"Hofmannsthal, Hugo von","Paula Beer-Hofmann",15,Directed
"Hofmannsthal, Hugo von","Gerhart Hauptmann",13,Directed
"Hofmannsthal, Hugo von","Friedrich Michael Fels",13,Directed
"Hofmannsthal, Hugo von","Lili Cappellini",13,Directed
"Hofmannsthal, Hugo von","Josef Kainz",11,Directed
"Hofmannsthal, Hugo von","Louise Schnitzler",11,Directed
"Hofmannsthal, Hugo von","Georg Hirschfeld",11,Directed
"Hofmannsthal, Hugo von","Samuel Fischer",11,Directed
"Hofmannsthal, Hugo von","Franziska Schlesinger",11,Directed
"Hofmannsthal, Hugo von","Franz von Hofmannsthal",11,Directed
"Hofmannsthal, Hugo von","Raimund von Hofmannsthal",11,Directed
"Hofmannsthal, Hugo von","Hermine von Schaffgotsch",10,Directed
"Hofmannsthal, Hugo von","Hans Bernhard Schlesinger",8,Directed
