Source,Target,Weight,Type
"Plessner, Elsa","Otto Brahm",5,Directed
"Plessner, Elsa","Clementine Plessner",5,Directed
"Plessner, Elsa","Hermann Bahr",4,Directed
"Plessner, Elsa","Johanna Leonie Askonas",3,Directed
"Plessner, Elsa","Olga Schnitzler",3,Directed
"Plessner, Elsa","Louis Plessner",2,Directed
"Plessner, Elsa","Wilhelm Ginsberg",2,Directed
"Plessner, Elsa","Erich Ziegel",2,Directed
"Plessner, Elsa","Albert Langen",1,Directed
"Plessner, Elsa","Maria Janitschek",1,Directed
"Plessner, Elsa","Leo Feld",1,Directed
"Plessner, Elsa","Felix Dörmann",1,Directed
"Plessner, Elsa","Johann Wolfgang von Goethe",1,Directed
"Plessner, Elsa","Laura Marholm",1,Directed
"Plessner, Elsa","Gisela Jurberg",1,Directed
"Plessner, Elsa","E. Marlitt",1,Directed
"Plessner, Elsa","Henning von Brüsewitz",1,Directed
"Plessner, Elsa","Servius Tullius",1,Directed
"Plessner, Elsa","Theodor Siepmann",1,Directed
"Plessner, Elsa","Tullia Minor",1,Directed
"Plessner, Elsa","Tullia Major",1,Directed
"Plessner, Elsa","Hugo von Hofmannsthal",1,Directed
"Plessner, Elsa","Alexander Ellmenreich",1,Directed
"Plessner, Elsa","Marie Bashkirtseff",1,Directed
"Plessner, Elsa","Jean-Jacques Rousseau",1,Directed
"Plessner, Elsa","Johanna Schopenhauer",1,Directed
"Plessner, Elsa","Ferdinand Derfler",1,Directed
"Plessner, Elsa","Richard Bloch",1,Directed
"Plessner, Elsa","Alfred Kerr",1,Directed
"Plessner, Elsa","Josef Kainz",1,Directed
