Source,Target,Weight,Type
"Torresani, Carl von","Felix Salten",4,Directed
"Torresani, Carl von","Richard Beer-Hofmann",3,Directed
"Torresani, Carl von","Hugo von Hofmannsthal",2,Directed
"Torresani, Carl von","Hermann Bahr",2,Directed
"Torresani, Carl von","Jaques Joachim",1,Directed
"Torresani, Carl von","Eduard Michael Kafka",1,Directed
"Torresani, Carl von","Hugo August von Hofmannsthal",1,Directed
"Torresani, Carl von","Amalia Pabst",1,Directed
"Torresani, Carl von","Guy de Maupassant",1,Directed
"Torresani, Carl von","Sibylle de Mirabeau",1,Directed
"Torresani, Carl von","Ferry Bératon",1,Directed
"Torresani, Carl von","Eduard Bacher",1,Directed
"Torresani, Carl von","Moriz Benedikt",1,Directed
"Torresani, Carl von","Ernst Benedikt",1,Directed
"Torresani, Carl von","Alois Klemperer",1,Directed
"Torresani, Carl von","William Shakespeare",1,Directed
"Torresani, Carl von","August Wilhelm von Schlegel",1,Directed
"Torresani, Carl von","Johann Schnitzler",1,Directed
