Source,Target,Weight,Type
"Andreas-Salomé, Lou","Paul Goldmann",3,Directed
"Andreas-Salomé, Lou","Frieda von Bülow",3,Directed
"Andreas-Salomé, Lou","Richard Beer-Hofmann",2,Directed
"Andreas-Salomé, Lou","Gerhart Hauptmann",2,Directed
"Andreas-Salomé, Lou","",1,Directed
"Andreas-Salomé, Lou","Hugo von Hofmannsthal",1,Directed
"Andreas-Salomé, Lou","Max Halbe",1,Directed
"Andreas-Salomé, Lou","Josef Rosengart",1,Directed
"Andreas-Salomé, Lou","Vally Rosengart",1,Directed
"Andreas-Salomé, Lou","Fedor Mamroth",1,Directed
"Andreas-Salomé, Lou","Friedrich Carl Andreas",1,Directed
"Andreas-Salomé, Lou","Otto Brahm",1,Directed
"Andreas-Salomé, Lou","Olga Schnitzler",1,Directed
"Andreas-Salomé, Lou","Lulu von Strauss und Torney",1,Directed
"Andreas-Salomé, Lou","Ellen Delp",1,Directed
