Source,Target,Weight,Type
"Liliencron, Detlev von","Paul Stefan",2,Directed
"Liliencron, Detlev von","Wilhelm Wymetal [Musikschriftsteller]",2,Directed
"Liliencron, Detlev von","Marcell Salzer",1,Directed
"Liliencron, Detlev von","Karl Kraus",1,Directed
"Liliencron, Detlev von","Anton von Webern",1,Directed
"Liliencron, Detlev von","Peter Altenberg",1,Directed
"Liliencron, Detlev von","Max Devrient",1,Directed
"Liliencron, Detlev von","Charlotte Horwitz",1,Directed
"Liliencron, Detlev von","Lina Loos",1,Directed
"Liliencron, Detlev von","Erich Kahler",1,Directed
"Liliencron, Detlev von","E. Goldschmied",1,Directed
"Liliencron, Detlev von","Hedwig Kurzweil",1,Directed
"Liliencron, Detlev von","Alfred Markowitz",1,Directed
"Liliencron, Detlev von","Louise Schnitzler",1,Directed
