Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Thomas Mann","12176","München","45258","154","Directed","Thomas Mann–München","20"
"Thomas Mann","12176","Wien","50","1647","Directed","Thomas Mann–Wien","13"
"Thomas Mann","12176","Poschingerstraße","1213","9","Directed","Thomas Mann–Poschingerstraße","9"
"Thomas Mann","12176","Bad Tölz","424","15","Directed","Thomas Mann–Bad Tölz","4"
"Thomas Mann","12176","Sternwartestraße 71","168815","259","Directed","Thomas Mann–Sternwartestraße 71","4"
"Thomas Mann","12176","XVIII., Währing","68","210","Directed","Thomas Mann–XVIII., Währing","3"
"Thomas Mann","12176","Deutschland","151","97","Directed","Thomas Mann–Deutschland","3"
"Thomas Mann","12176","Amerika","175","17","Directed","Thomas Mann–Amerika","3"
"Thomas Mann","12176","Berlin","168","570","Directed","Thomas Mann–Berlin","2"
"Thomas Mann","12176","Thomas Mann Villa","1243","2","Directed","Thomas Mann–Thomas Mann Villa","2"
"Thomas Mann","12176","Sestri Levante","42768","2","Directed","Thomas Mann–Sestri Levante","2"
"Thomas Mann","12176","Köln","145","10","Directed","Thomas Mann–Köln","1"
"Thomas Mann","12176","Frankreich","166","63","Directed","Thomas Mann–Frankreich","1"
"Thomas Mann","12176","Europa","468","24","Directed","Thomas Mann–Europa","1"
"Thomas Mann","12176","Residenztheater München","635","5","Directed","Thomas Mann–Residenztheater München","1"
"Thomas Mann","12176","Wiesbaden","883","13","Directed","Thomas Mann–Wiesbaden","1"
"Thomas Mann","12176","Hannover","890","2","Directed","Thomas Mann–Hannover","1"
"Thomas Mann","12176","Bergkirchli","1215","1","Directed","Thomas Mann–Bergkirchli","1"
"Thomas Mann","12176","Konradstraße","1241","1","Directed","Thomas Mann–Konradstraße","1"
"Thomas Mann","12176","Franz-Joseph-Straße","1242","1","Directed","Thomas Mann–Franz-Joseph-Straße","1"
"Thomas Mann","12176","Ruhrgebiet","1244","1","Directed","Thomas Mann–Ruhrgebiet","1"
"Thomas Mann","12176","Slowakei","34478","2","Directed","Thomas Mann–Slowakei","1"
"Thomas Mann","12176","Italien","40306","71","Directed","Thomas Mann–Italien","1"
"Thomas Mann","12176","Danzig","42763","3","Directed","Thomas Mann–Danzig","1"
"Thomas Mann","12176","Vereinigte Staaten von Amerika (USA)","43406","4","Directed","Thomas Mann–Vereinigte Staaten von Amerika (USA)","1"
"Thomas Mann","12176","Dänemark","43570","71","Directed","Thomas Mann–Dänemark","1"
"Thomas Mann","12176","Arosa","43995","1","Directed","Thomas Mann–Arosa","1"
"Thomas Mann","12176","Niederlande","44016","13","Directed","Thomas Mann–Niederlande","1"
"Thomas Mann","12176","Schweden","44335","15","Directed","Thomas Mann–Schweden","1"
"Thomas Mann","12176","Aroser Weisshorn","169725","1","Directed","Thomas Mann–Aroser Weisshorn","1"
