Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Peter Altenberg","2147","Semmering","189","91","Directed","Peter Altenberg–Semmering","7"
"Peter Altenberg","2147","Wien","50","1647","Directed","Peter Altenberg–Wien","6"
"Peter Altenberg","2147","Otto-Wagner-Spital","153","6","Directed","Peter Altenberg–Otto-Wagner-Spital","4"
"Peter Altenberg","2147","Berlin","168","570","Directed","Peter Altenberg–Berlin","3"
"Peter Altenberg","2147","Seidlgasse","730","14","Directed","Peter Altenberg–Seidlgasse","3"
"Peter Altenberg","2147","Nussdorfer Straße","1270","4","Directed","Peter Altenberg–Nussdorfer Straße","3"
"Peter Altenberg","2147","IX., Alsergrund","59","36","Directed","Peter Altenberg–IX., Alsergrund","2"
"Peter Altenberg","2147","Hotel Panhans","204","2","Directed","Peter Altenberg–Hotel Panhans","2"
"Peter Altenberg","2147","Marienbad","772","22","Directed","Peter Altenberg–Marienbad","2"
"Peter Altenberg","2147","Karlsbad","842","21","Directed","Peter Altenberg–Karlsbad","2"
"Peter Altenberg","2147","Sternwartestraße 71","168815","259","Directed","Peter Altenberg–Sternwartestraße 71","2"
"Peter Altenberg","2147","Burgtheater","14","55","Directed","Peter Altenberg–Burgtheater","1"
"Peter Altenberg","2147","Konzerthaus","240","1","Directed","Peter Altenberg–Konzerthaus","1"
"Peter Altenberg","2147","Franzensbad","390","3","Directed","Peter Altenberg–Franzensbad","1"
"Peter Altenberg","2147","Kurhaus Semmering","442","2","Directed","Peter Altenberg–Kurhaus Semmering","1"
"Peter Altenberg","2147","Bad Gastein","521","11","Directed","Peter Altenberg–Bad Gastein","1"
"Peter Altenberg","2147","Hotel Savoy","545","7","Directed","Peter Altenberg–Hotel Savoy","1"
"Peter Altenberg","2147","Hotel Erzherzog Johann","634","2","Directed","Peter Altenberg–Hotel Erzherzog Johann","1"
"Peter Altenberg","2147","Café Pucher","819","16","Directed","Peter Altenberg–Café Pucher","1"
"Peter Altenberg","2147","Gmunden","874","8","Directed","Peter Altenberg–Gmunden","1"
"Peter Altenberg","2147","Davos","892","2","Directed","Peter Altenberg–Davos","1"
"Peter Altenberg","2147","Ostende","911","1","Directed","Peter Altenberg–Ostende","1"
"Peter Altenberg","2147","Teplice","955","4","Directed","Peter Altenberg–Teplice","1"
"Peter Altenberg","2147","Goldener Brunnen","1163","2","Directed","Peter Altenberg–Goldener Brunnen","1"
"Peter Altenberg","2147","Sulz im Wienerwald","19055","3","Directed","Peter Altenberg–Sulz im Wienerwald","1"
"Peter Altenberg","2147","Opatija","38096","17","Directed","Peter Altenberg–Opatija","1"
"Peter Altenberg","2147","Schweiz","43435","53","Directed","Peter Altenberg–Schweiz","1"
"Peter Altenberg","2147","Scheveningen","44313","2","Directed","Peter Altenberg–Scheveningen","1"
"Peter Altenberg","2147","Piešťany","50166","1","Directed","Peter Altenberg–Piešťany","1"
"Peter Altenberg","2147","Grado","53379","4","Directed","Peter Altenberg–Grado","1"
"Peter Altenberg","2147","Kirche zur heiligen Familie","53381","1","Directed","Peter Altenberg–Kirche zur heiligen Familie","1"
"Peter Altenberg","2147","Traunstein (Berg)","169709","1","Directed","Peter Altenberg–Traunstein (Berg)","1"
