Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Richard Beer-Hofmann","10863","Grazer Straße","1220","16","Directed","Richard Beer-Hofmann–Grazer Straße","15"
"Richard Beer-Hofmann","10863","Bozen","40260","31","Directed","Richard Beer-Hofmann–Bozen","15"
"Richard Beer-Hofmann","10863","Lido","259","23","Directed","Richard Beer-Hofmann–Lido","14"
"Richard Beer-Hofmann","10863","Burgtheater","14","55","Directed","Richard Beer-Hofmann–Burgtheater","13"
"Richard Beer-Hofmann","10863","Rom","445","33","Directed","Richard Beer-Hofmann–Rom","13"
"Richard Beer-Hofmann","10863","Riva del Garda","465","23","Directed","Richard Beer-Hofmann–Riva del Garda","13"
"Richard Beer-Hofmann","10863","Innsbruck","867","36","Directed","Richard Beer-Hofmann–Innsbruck","13"
"Richard Beer-Hofmann","10863","Villa Arnstein","1110","14","Directed","Richard Beer-Hofmann–Villa Arnstein","13"
"Richard Beer-Hofmann","10863","Lago di Garda","39975","26","Directed","Richard Beer-Hofmann–Lago di Garda","13"
"Richard Beer-Hofmann","10863","Ossiacher See","40374","13","Directed","Richard Beer-Hofmann–Ossiacher See","12"
"Richard Beer-Hofmann","10863","Brixen","43040","12","Directed","Richard Beer-Hofmann–Brixen","11"
"Richard Beer-Hofmann","10863","Brijuni","45260","15","Directed","Richard Beer-Hofmann–Brijuni","11"
"Richard Beer-Hofmann","10863","Frankfurt am Main","146","135","Directed","Richard Beer-Hofmann–Frankfurt am Main","10"
"Richard Beer-Hofmann","10863","Reichenau an der Rax","483","23","Directed","Richard Beer-Hofmann–Reichenau an der Rax","10"
"Richard Beer-Hofmann","10863","Neapel","595","14","Directed","Richard Beer-Hofmann–Neapel","10"
"Richard Beer-Hofmann","10863","Baden bei Wien","662","16","Directed","Richard Beer-Hofmann–Baden bei Wien","10"
"Richard Beer-Hofmann","10863","Seidlgasse","730","14","Directed","Richard Beer-Hofmann–Seidlgasse","10"
"Richard Beer-Hofmann","10863","Velden am Wörthersee","909","16","Directed","Richard Beer-Hofmann–Velden am Wörthersee","10"
"Richard Beer-Hofmann","10863","Engadin","1061","20","Directed","Richard Beer-Hofmann–Engadin","10"
"Richard Beer-Hofmann","10863","Weißenbach am Attersee","34344","13","Directed","Richard Beer-Hofmann–Weißenbach am Attersee","10"
"Richard Beer-Hofmann","10863","Wildbad Waldbrunn","723","21","Directed","Richard Beer-Hofmann–Wildbad Waldbrunn","9"
"Richard Beer-Hofmann","10863","Café Pucher","819","16","Directed","Richard Beer-Hofmann–Café Pucher","9"
"Richard Beer-Hofmann","10863","Grand Hotel des Bains","40983","9","Directed","Richard Beer-Hofmann–Grand Hotel des Bains","9"
"Richard Beer-Hofmann","10863","Schulgasse","41463","9","Directed","Richard Beer-Hofmann–Schulgasse","9"
"Richard Beer-Hofmann","10863","Steiermark","17","11","Directed","Richard Beer-Hofmann–Steiermark","8"
"Richard Beer-Hofmann","10863","Paris","182","232","Directed","Richard Beer-Hofmann–Paris","8"
"Richard Beer-Hofmann","10863","Lueg am Wolfgangsee","186","19","Directed","Richard Beer-Hofmann–Lueg am Wolfgangsee","8"
"Richard Beer-Hofmann","10863","Hotel Kaiserkrone","655","10","Directed","Richard Beer-Hofmann–Hotel Kaiserkrone","8"
"Richard Beer-Hofmann","10863","Schönberg im Stubaital","759","8","Directed","Richard Beer-Hofmann–Schönberg im Stubaital","8"
"Richard Beer-Hofmann","10863","Čáslav","767","8","Directed","Richard Beer-Hofmann–Čáslav","8"
"Richard Beer-Hofmann","10863","Partenkirchen","2318","14","Directed","Richard Beer-Hofmann–Partenkirchen","8"
"Richard Beer-Hofmann","10863","Trondheim","40290","10","Directed","Richard Beer-Hofmann–Trondheim","8"
"Richard Beer-Hofmann","10863","Villach","40454","10","Directed","Richard Beer-Hofmann–Villach","8"
"Richard Beer-Hofmann","10863","Schweiz","43435","53","Directed","Richard Beer-Hofmann–Schweiz","8"
"Richard Beer-Hofmann","10863","Meran","43520","22","Directed","Richard Beer-Hofmann–Meran","8"
"Richard Beer-Hofmann","10863","Sankt Moritz","44374","10","Directed","Richard Beer-Hofmann–Sankt Moritz","8"
"Richard Beer-Hofmann","10863","XXIII., Liesing","73","8","Directed","Richard Beer-Hofmann–XXIII., Liesing","7"
"Richard Beer-Hofmann","10863","Ottakringer Bräu","304","14","Directed","Richard Beer-Hofmann–Ottakringer Bräu","7"
"Richard Beer-Hofmann","10863","Welsberg-Taisten","428","29","Directed","Richard Beer-Hofmann–Welsberg-Taisten","7"
"Richard Beer-Hofmann","10863","Hamburg","506","31","Directed","Richard Beer-Hofmann–Hamburg","7"
"Richard Beer-Hofmann","10863","Oberösterreich","519","10","Directed","Richard Beer-Hofmann–Oberösterreich","7"
"Richard Beer-Hofmann","10863","Kaiser-Franz-Ring","680","9","Directed","Richard Beer-Hofmann–Kaiser-Franz-Ring","7"
"Richard Beer-Hofmann","10863","Südtirol","969","30","Directed","Richard Beer-Hofmann–Südtirol","7"
"Richard Beer-Hofmann","10863","Stockholm","1119","10","Directed","Richard Beer-Hofmann–Stockholm","7"
"Richard Beer-Hofmann","10863","Sankt Michael","40832","7","Directed","Richard Beer-Hofmann–Sankt Michael","7"
"Richard Beer-Hofmann","10863","Dänemark","43570","71","Directed","Richard Beer-Hofmann–Dänemark","7"
"Richard Beer-Hofmann","10863","St. Gilgen","33","31","Directed","Richard Beer-Hofmann–St. Gilgen","6"
"Richard Beer-Hofmann","10863","XIII., Hietzing","63","35","Directed","Richard Beer-Hofmann–XIII., Hietzing","6"
"Richard Beer-Hofmann","10863","Raimund-Theater","77","10","Directed","Richard Beer-Hofmann–Raimund-Theater","6"
"Richard Beer-Hofmann","10863","Österreichischer Hof","230","15","Directed","Richard Beer-Hofmann–Österreichischer Hof","6"
"Richard Beer-Hofmann","10863","Attersee","236","9","Directed","Richard Beer-Hofmann–Attersee","6"
"Richard Beer-Hofmann","10863","Steinfeld","405","6","Directed","Richard Beer-Hofmann–Steinfeld","6"
"Richard Beer-Hofmann","10863","Edlach","470","22","Directed","Richard Beer-Hofmann–Edlach","6"
"Richard Beer-Hofmann","10863","Pustertal","724","13","Directed","Richard Beer-Hofmann–Pustertal","6"
"Richard Beer-Hofmann","10863","Bayreuth","734","24","Directed","Richard Beer-Hofmann–Bayreuth","6"
"Richard Beer-Hofmann","10863","Mailand","886","13","Directed","Richard Beer-Hofmann–Mailand","6"
"Richard Beer-Hofmann","10863","Opatija","38096","17","Directed","Richard Beer-Hofmann–Opatija","6"
"Richard Beer-Hofmann","10863","Millstätter See","39637","7","Directed","Richard Beer-Hofmann–Millstätter See","6"
"Richard Beer-Hofmann","10863","Villa Frühling","47674","6","Directed","Richard Beer-Hofmann–Villa Frühling","6"
"Richard Beer-Hofmann","10863","Theater in der Josefstadt","40","8","Directed","Richard Beer-Hofmann–Theater in der Josefstadt","5"
"Richard Beer-Hofmann","10863","XIX., Döbling","69","22","Directed","Richard Beer-Hofmann–XIX., Döbling","5"
"Richard Beer-Hofmann","10863","Bayern","314","15","Directed","Richard Beer-Hofmann–Bayern","5"
"Richard Beer-Hofmann","10863","Gardone Riviera","374","5","Directed","Richard Beer-Hofmann–Gardone Riviera","5"
"Richard Beer-Hofmann","10863","Wörthersee","430","17","Directed","Richard Beer-Hofmann–Wörthersee","5"
"Richard Beer-Hofmann","10863","Strobl","895","16","Directed","Richard Beer-Hofmann–Strobl","5"
"Richard Beer-Hofmann","10863","Seis am Schlern","988","13","Directed","Richard Beer-Hofmann–Seis am Schlern","5"
"Richard Beer-Hofmann","10863","Genua","994","14","Directed","Richard Beer-Hofmann–Genua","5"
"Richard Beer-Hofmann","10863","Niederösterreich","1003","24","Directed","Richard Beer-Hofmann–Niederösterreich","5"
