Source,Target,Type,Label,Weight
"Michael Georg Conrad","München","Directed","Michael Georg Conrad–München","6"
"Michael Georg Conrad","Steinsdorfstraße","Directed","Michael Georg Conrad–Steinsdorfstraße","4"
"Michael Georg Conrad","I., Innere Stadt","Directed","Michael Georg Conrad–I., Innere Stadt","3"
"Michael Georg Conrad","Wien","Directed","Michael Georg Conrad–Wien","2"
"Michael Georg Conrad","Grillparzerstraße","Directed","Michael Georg Conrad–Grillparzerstraße","2"
"Michael Georg Conrad","Edmund-Weiß-Gasse 7","Directed","Michael Georg Conrad–Edmund-Weiß-Gasse 7","2"
"Michael Georg Conrad","XII., Meidling","Directed","Michael Georg Conrad–XII., Meidling","1"
"Michael Georg Conrad","Sachsen","Directed","Michael Georg Conrad–Sachsen","1"
"Michael Georg Conrad","Innere Crimmitschauer Straße","Directed","Michael Georg Conrad–Innere Crimmitschauer Straße","1"
"Michael Georg Conrad","Meerane","Directed","Michael Georg Conrad–Meerane","1"
"Michael Georg Conrad","Ordination Dr. Arthur Schnitzler Giselastraße 11","Directed","Michael Georg Conrad–Ordination Dr. Arthur Schnitzler Giselastraße 11","1"
"Michael Georg Conrad","Kärntnerring 12/Bösendorferstraße 11","Directed","Michael Georg Conrad–Kärntnerring 12/Bösendorferstraße 11","1"
"Michael Georg Conrad","Frankgasse 1","Directed","Michael Georg Conrad–Frankgasse 1","1"
