Source,Target,Type,Label,Weight
"Else Lasker-Schüler","Wien","Directed","Else Lasker-Schüler–Wien","1"
"Else Lasker-Schüler","Berlin","Directed","Else Lasker-Schüler–Berlin","1"
"Else Lasker-Schüler","Café Central","Directed","Else Lasker-Schüler–Café Central","1"
"Else Lasker-Schüler","Zürich","Directed","Else Lasker-Schüler–Zürich","1"
"Else Lasker-Schüler","Florianigasse","Directed","Else Lasker-Schüler–Florianigasse","1"
"Else Lasker-Schüler","München","Directed","Else Lasker-Schüler–München","1"
"Else Lasker-Schüler","Motzstraße","Directed","Else Lasker-Schüler–Motzstraße","1"
"Else Lasker-Schüler","Pension Bleckmann","Directed","Else Lasker-Schüler–Pension Bleckmann","1"
"Else Lasker-Schüler","Gastwirtschaft Schiedlbauer","Directed","Else Lasker-Schüler–Gastwirtschaft Schiedlbauer","1"
"Else Lasker-Schüler","Hotel Koschel","Directed","Else Lasker-Schüler–Hotel Koschel","1"
