Source,Target,Type,Label,Weight
"Richard Beer-Hofmann","Wien","Directed","Richard Beer-Hofmann–Wien","404"
"Richard Beer-Hofmann","Wollzeile","Directed","Richard Beer-Hofmann–Wollzeile","147"
"Richard Beer-Hofmann","Bad Ischl","Directed","Richard Beer-Hofmann–Bad Ischl","111"
"Richard Beer-Hofmann","XVIII., Währing","Directed","Richard Beer-Hofmann–XVIII., Währing","85"
"Richard Beer-Hofmann","Rodaun","Directed","Richard Beer-Hofmann–Rodaun","78"
"Richard Beer-Hofmann","Hasenauerstraße","Directed","Richard Beer-Hofmann–Hasenauerstraße","75"
"Richard Beer-Hofmann","Salzburg","Directed","Richard Beer-Hofmann–Salzburg","69"
"Richard Beer-Hofmann","Edmund-Weiß-Gasse 7","Directed","Richard Beer-Hofmann–Edmund-Weiß-Gasse 7","68"
"Richard Beer-Hofmann","Österreich","Directed","Richard Beer-Hofmann–Österreich","62"
"Richard Beer-Hofmann","Frankgasse 1","Directed","Richard Beer-Hofmann–Frankgasse 1","56"
"Richard Beer-Hofmann","Liesingerstraße","Directed","Richard Beer-Hofmann–Liesingerstraße","52"
"Richard Beer-Hofmann","Sternwartestraße 71","Directed","Richard Beer-Hofmann–Sternwartestraße 71","40"
"Richard Beer-Hofmann","Berlin","Directed","Richard Beer-Hofmann–Berlin","38"
"Richard Beer-Hofmann","Bad Aussee","Directed","Richard Beer-Hofmann–Bad Aussee","29"
"Richard Beer-Hofmann","Venedig","Directed","Richard Beer-Hofmann–Venedig","29"
"Richard Beer-Hofmann","Kärnten","Directed","Richard Beer-Hofmann–Kärnten","29"
"Richard Beer-Hofmann","Altaussee","Directed","Richard Beer-Hofmann–Altaussee","29"
"Richard Beer-Hofmann","Seeboden","Directed","Richard Beer-Hofmann–Seeboden","23"
"Richard Beer-Hofmann","Vahrn","Directed","Richard Beer-Hofmann–Vahrn","22"
"Richard Beer-Hofmann","Italien","Directed","Richard Beer-Hofmann–Italien","22"
"Richard Beer-Hofmann","Semmering","Directed","Richard Beer-Hofmann–Semmering","21"
"Richard Beer-Hofmann","Kopenhagen","Directed","Richard Beer-Hofmann–Kopenhagen","21"
"Richard Beer-Hofmann","Pörtschach","Directed","Richard Beer-Hofmann–Pörtschach","21"
"Richard Beer-Hofmann","Eglmoosgasse","Directed","Richard Beer-Hofmann–Eglmoosgasse","20"
"Richard Beer-Hofmann","Steindorf am Ossiacher See","Directed","Richard Beer-Hofmann–Steindorf am Ossiacher See","20"
"Richard Beer-Hofmann","München","Directed","Richard Beer-Hofmann–München","20"
"Richard Beer-Hofmann","Café Griensteidl","Directed","Richard Beer-Hofmann–Café Griensteidl","19"
"Richard Beer-Hofmann","Florenz","Directed","Richard Beer-Hofmann–Florenz","17"
"Richard Beer-Hofmann","Hotel und Pension Rudolfshöhe (Leopold Petter)","Directed","Richard Beer-Hofmann–Hotel und Pension Rudolfshöhe (Leopold Petter)","17"
"Richard Beer-Hofmann","Tirol","Directed","Richard Beer-Hofmann–Tirol","16"
