Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Hugo von Hofmannsthal","11740","Wien","50","1647","Directed","Hugo von Hofmannsthal–Wien","297"
"Hugo von Hofmannsthal","11740","Rodaun","173","173","Directed","Hugo von Hofmannsthal–Rodaun","89"
"Hugo von Hofmannsthal","11740","Edmund-Weiß-Gasse 7","168940","318","Directed","Hugo von Hofmannsthal–Edmund-Weiß-Gasse 7","72"
"Hugo von Hofmannsthal","11740","Frankgasse 1","168934","225","Directed","Hugo von Hofmannsthal–Frankgasse 1","52"
"Hugo von Hofmannsthal","11740","Berlin","168","570","Directed","Hugo von Hofmannsthal–Berlin","51"
"Hugo von Hofmannsthal","11740","Salzburg","30","194","Directed","Hugo von Hofmannsthal–Salzburg","48"
"Hugo von Hofmannsthal","11740","Sternwartestraße 71","168815","259","Directed","Hugo von Hofmannsthal–Sternwartestraße 71","42"
"Hugo von Hofmannsthal","11740","Bad Ischl","213","211","Directed","Hugo von Hofmannsthal–Bad Ischl","36"
"Hugo von Hofmannsthal","11740","Bad Aussee","415","69","Directed","Hugo von Hofmannsthal–Bad Aussee","30"
"Hugo von Hofmannsthal","11740","Österreich","41240","219","Directed","Hugo von Hofmannsthal–Österreich","28"
"Hugo von Hofmannsthal","11740","München","45258","154","Directed","Hugo von Hofmannsthal–München","27"
"Hugo von Hofmannsthal","11740","Semmering","189","91","Directed","Hugo von Hofmannsthal–Semmering","25"
"Hugo von Hofmannsthal","11740","Bad Fusch","573","26","Directed","Hugo von Hofmannsthal–Bad Fusch","23"
"Hugo von Hofmannsthal","11740","Paris","182","232","Directed","Hugo von Hofmannsthal–Paris","14"
"Hugo von Hofmannsthal","11740","Venedig","462","68","Directed","Hugo von Hofmannsthal–Venedig","13"
"Hugo von Hofmannsthal","11740","XIII., Hietzing","63","35","Directed","Hugo von Hofmannsthal–XIII., Hietzing","12"
"Hugo von Hofmannsthal","11740","Innsbruck","867","36","Directed","Hugo von Hofmannsthal–Innsbruck","12"
"Hugo von Hofmannsthal","11740","XVIII., Währing","68","210","Directed","Hugo von Hofmannsthal–XVIII., Währing","11"
"Hugo von Hofmannsthal","11740","Badgasse","1006","13","Directed","Hugo von Hofmannsthal–Badgasse","11"
"Hugo von Hofmannsthal","11740","Altaussee","34401","45","Directed","Hugo von Hofmannsthal–Altaussee","11"
"Hugo von Hofmannsthal","11740","Graz","860","18","Directed","Hugo von Hofmannsthal–Graz","10"
"Hugo von Hofmannsthal","11740","Stallburggasse","34024","10","Directed","Hugo von Hofmannsthal–Stallburggasse","10"
"Hugo von Hofmannsthal","11740","Italien","40306","71","Directed","Hugo von Hofmannsthal–Italien","10"
"Hugo von Hofmannsthal","11740","Schweiz","43435","53","Directed","Hugo von Hofmannsthal–Schweiz","10"
"Hugo von Hofmannsthal","11740","Kärntnerring 12/Bösendorferstraße 11","167805","20","Directed","Hugo von Hofmannsthal–Kärntnerring 12/Bösendorferstraße 11","10"
"Hugo von Hofmannsthal","11740","Hinterbrühl","75","15","Directed","Hugo von Hofmannsthal–Hinterbrühl","9"
"Hugo von Hofmannsthal","11740","Deutschland","151","97","Directed","Hugo von Hofmannsthal–Deutschland","9"
"Hugo von Hofmannsthal","11740","Grillparzerstraße","412","33","Directed","Hugo von Hofmannsthal–Grillparzerstraße","9"
"Hugo von Hofmannsthal","11740","Strobl","895","16","Directed","Hugo von Hofmannsthal–Strobl","9"
"Hugo von Hofmannsthal","11740","St. Gilgen","33","31","Directed","Hugo von Hofmannsthal–St. Gilgen","8"
"Hugo von Hofmannsthal","11740","Salesianergasse","76","13","Directed","Hugo von Hofmannsthal–Salesianergasse","8"
"Hugo von Hofmannsthal","11740","Salzkammergut","429","33","Directed","Hugo von Hofmannsthal–Salzkammergut","8"
"Hugo von Hofmannsthal","11740","Rom","445","33","Directed","Hugo von Hofmannsthal–Rom","8"
"Hugo von Hofmannsthal","11740","Bozen","40260","31","Directed","Hugo von Hofmannsthal–Bozen","8"
"Hugo von Hofmannsthal","11740","Café Pfob","49","13","Directed","Hugo von Hofmannsthal–Café Pfob","7"
"Hugo von Hofmannsthal","11740","Lueg am Wolfgangsee","186","19","Directed","Hugo von Hofmannsthal–Lueg am Wolfgangsee","7"
"Hugo von Hofmannsthal","11740","Hotel und Pension Rudolfshöhe (Leopold Petter)","414","44","Directed","Hugo von Hofmannsthal–Hotel und Pension Rudolfshöhe (Leopold Petter)","7"
"Hugo von Hofmannsthal","11740","Hôtel du Parc","513","7","Directed","Hugo von Hofmannsthal–Hôtel du Parc","7"
"Hugo von Hofmannsthal","11740","Elisabethstraße","795","8","Directed","Hugo von Hofmannsthal–Elisabethstraße","7"
"Hugo von Hofmannsthal","11740","Kopenhagen","36300","111","Directed","Hugo von Hofmannsthal–Kopenhagen","7"
"Hugo von Hofmannsthal","11740","Dänemark","43570","71","Directed","Hugo von Hofmannsthal–Dänemark","7"
"Hugo von Hofmannsthal","11740","Türkenschanzstraße","43882","7","Directed","Hugo von Hofmannsthal–Türkenschanzstraße","7"
"Hugo von Hofmannsthal","11740","Lido","259","23","Directed","Hugo von Hofmannsthal–Lido","6"
"Hugo von Hofmannsthal","11740","Welsberg-Taisten","428","29","Directed","Hugo von Hofmannsthal–Welsberg-Taisten","6"
"Hugo von Hofmannsthal","11740","Prag","652","37","Directed","Hugo von Hofmannsthal–Prag","6"
"Hugo von Hofmannsthal","11740","Ramgut","656","6","Directed","Hugo von Hofmannsthal–Ramgut","6"
"Hugo von Hofmannsthal","11740","Niederösterreich","1003","24","Directed","Hugo von Hofmannsthal–Niederösterreich","6"
"Hugo von Hofmannsthal","11740","Brühl","44413","18","Directed","Hugo von Hofmannsthal–Brühl","6"
"Hugo von Hofmannsthal","11740","Tschortkiw","45274","7","Directed","Hugo von Hofmannsthal–Tschortkiw","6"
"Hugo von Hofmannsthal","11740","Burgtheater","14","55","Directed","Hugo von Hofmannsthal–Burgtheater","5"
"Hugo von Hofmannsthal","11740","Volkstheater","20","27","Directed","Hugo von Hofmannsthal–Volkstheater","5"
"Hugo von Hofmannsthal","11740","IX., Alsergrund","59","36","Directed","Hugo von Hofmannsthal–IX., Alsergrund","5"
"Hugo von Hofmannsthal","11740","Frankreich","166","63","Directed","Hugo von Hofmannsthal–Frankreich","5"
"Hugo von Hofmannsthal","11740","Weimar","197","13","Directed","Hugo von Hofmannsthal–Weimar","5"
"Hugo von Hofmannsthal","11740","Café Central","262","16","Directed","Hugo von Hofmannsthal–Café Central","5"
"Hugo von Hofmannsthal","11740","Ottakringer Bräu","304","14","Directed","Hugo von Hofmannsthal–Ottakringer Bräu","5"
"Hugo von Hofmannsthal","11740","Tirol","423","34","Directed","Hugo von Hofmannsthal–Tirol","5"
"Hugo von Hofmannsthal","11740","Dubrovnik","682","11","Directed","Hugo von Hofmannsthal–Dubrovnik","5"
"Hugo von Hofmannsthal","11740","Lugano","885","10","Directed","Hugo von Hofmannsthal–Lugano","5"
"Hugo von Hofmannsthal","11740","Bologna","896","10","Directed","Hugo von Hofmannsthal–Bologna","5"
"Hugo von Hofmannsthal","11740","Südtirol","969","30","Directed","Hugo von Hofmannsthal–Südtirol","5"
"Hugo von Hofmannsthal","11740","Tegernsee","39752","12","Directed","Hugo von Hofmannsthal–Tegernsee","5"
"Hugo von Hofmannsthal","11740","Meran","43520","22","Directed","Hugo von Hofmannsthal–Meran","5"
