Source,Target,Type,Label,Weight
"Paul Goldmann","Wien","Directed","Paul Goldmann–Wien","281"
"Paul Goldmann","Berlin","Directed","Paul Goldmann–Berlin","253"
"Paul Goldmann","Paris","Directed","Paul Goldmann–Paris","184"
"Paul Goldmann","Dessauer Straße","Directed","Paul Goldmann–Dessauer Straße","138"
"Paul Goldmann","Frankfurt am Main","Directed","Paul Goldmann–Frankfurt am Main","108"
"Paul Goldmann","rue Feydeau","Directed","Paul Goldmann–rue Feydeau","89"
"Paul Goldmann","Österreich","Directed","Paul Goldmann–Österreich","47"
"Paul Goldmann","Deutschland","Directed","Paul Goldmann–Deutschland","41"
"Paul Goldmann","Frankreich","Directed","Paul Goldmann–Frankreich","41"
"Paul Goldmann","Frankgasse 1","Directed","Paul Goldmann–Frankgasse 1","41"
"Paul Goldmann","Edmund-Weiß-Gasse 7","Directed","Paul Goldmann–Edmund-Weiß-Gasse 7","31"
"Paul Goldmann","rue de la Bourse","Directed","Paul Goldmann–rue de la Bourse","26"
"Paul Goldmann","Salzburg","Directed","Paul Goldmann–Salzburg","24"
"Paul Goldmann","Bad Ischl","Directed","Paul Goldmann–Bad Ischl","23"
"Paul Goldmann","München","Directed","Paul Goldmann–München","22"
"Paul Goldmann","rue Richelieu","Directed","Paul Goldmann–rue Richelieu","21"
"Paul Goldmann","Italien","Directed","Paul Goldmann–Italien","20"
"Paul Goldmann","Schweiz","Directed","Paul Goldmann–Schweiz","20"
"Paul Goldmann","China","Directed","Paul Goldmann–China","17"
"Paul Goldmann","Prag","Directed","Paul Goldmann–Prag","16"
"Paul Goldmann","Breslau","Directed","Paul Goldmann–Breslau","13"
"Paul Goldmann","Brüssel","Directed","Paul Goldmann–Brüssel","13"
"Paul Goldmann","Berggasse","Directed","Paul Goldmann–Berggasse","13"
"Paul Goldmann","Seidengasse","Directed","Paul Goldmann–Seidengasse","13"
"Paul Goldmann","Florenz","Directed","Paul Goldmann–Florenz","12"
"Paul Goldmann","Kopenhagen","Directed","Paul Goldmann–Kopenhagen","12"
"Paul Goldmann","Dänemark","Directed","Paul Goldmann–Dänemark","12"
"Paul Goldmann","Bad Tölz","Directed","Paul Goldmann–Bad Tölz","11"
"Paul Goldmann","Tirol","Directed","Paul Goldmann–Tirol","10"
"Paul Goldmann","Welsberg-Taisten","Directed","Paul Goldmann–Welsberg-Taisten","10"
