Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Arno Holz","11763","Wien","50","1647","Directed","Arno Holz–Wien","1"
"Arno Holz","11763","XVIII., Währing","68","210","Directed","Arno Holz–XVIII., Währing","1"
"Arno Holz","11763","Stübbenstraße","658","1","Directed","Arno Holz–Stübbenstraße","1"
"Arno Holz","11763","Leipzig","864","29","Directed","Arno Holz–Leipzig","1"
"Arno Holz","11763","Dresden","866","27","Directed","Arno Holz–Dresden","1"
"Arno Holz","11763","Kiel","907","4","Directed","Arno Holz–Kiel","1"
"Arno Holz","11763","Gießen","910","1","Directed","Arno Holz–Gießen","1"
"Arno Holz","11763","Blasewitz","1222","1","Directed","Arno Holz–Blasewitz","1"
"Arno Holz","11763","Bern","1223","7","Directed","Arno Holz–Bern","1"
"Arno Holz","11763","University of Illinois","1225","1","Directed","Arno Holz–University of Illinois","1"
"Arno Holz","11763","München","45258","154","Directed","Arno Holz–München","1"
"Arno Holz","11763","Sternwartestraße 71","168815","259","Directed","Arno Holz–Sternwartestraße 71","1"
