Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Else Lasker-Schüler","38973","Wien","50","1647","Directed","Else Lasker-Schüler–Wien","1"
"Else Lasker-Schüler","38973","Berlin","168","570","Directed","Else Lasker-Schüler–Berlin","1"
"Else Lasker-Schüler","38973","Café Central","262","16","Directed","Else Lasker-Schüler–Café Central","1"
"Else Lasker-Schüler","38973","Zürich","484","14","Directed","Else Lasker-Schüler–Zürich","1"
"Else Lasker-Schüler","38973","Florianigasse","818","1","Directed","Else Lasker-Schüler–Florianigasse","1"
"Else Lasker-Schüler","38973","München","45258","154","Directed","Else Lasker-Schüler–München","1"
"Else Lasker-Schüler","38973","Motzstraße","52928","1","Directed","Else Lasker-Schüler–Motzstraße","1"
"Else Lasker-Schüler","38973","Pension Bleckmann","88413","1","Directed","Else Lasker-Schüler–Pension Bleckmann","1"
"Else Lasker-Schüler","38973","Gastwirtschaft Schiedlbauer","88429","1","Directed","Else Lasker-Schüler–Gastwirtschaft Schiedlbauer","1"
"Else Lasker-Schüler","38973","Hotel Koschel","88435","1","Directed","Else Lasker-Schüler–Hotel Koschel","1"
