Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Paul Goldmann","11485","Wien","50","1647","Directed","Paul Goldmann–Wien","281"
"Paul Goldmann","11485","Berlin","168","570","Directed","Paul Goldmann–Berlin","253"
"Paul Goldmann","11485","Paris","182","232","Directed","Paul Goldmann–Paris","185"
"Paul Goldmann","11485","Dessauer Straße","40583","139","Directed","Paul Goldmann–Dessauer Straße","138"
"Paul Goldmann","11485","Frankfurt am Main","146","135","Directed","Paul Goldmann–Frankfurt am Main","108"
"Paul Goldmann","11485","rue Feydeau","42671","90","Directed","Paul Goldmann–rue Feydeau","89"
"Paul Goldmann","11485","Österreich","41240","219","Directed","Paul Goldmann–Österreich","47"
"Paul Goldmann","11485","Deutschland","151","97","Directed","Paul Goldmann–Deutschland","41"
"Paul Goldmann","11485","Frankreich","166","63","Directed","Paul Goldmann–Frankreich","41"
"Paul Goldmann","11485","Frankgasse 1","168934","225","Directed","Paul Goldmann–Frankgasse 1","41"
"Paul Goldmann","11485","Edmund-Weiß-Gasse 7","168940","318","Directed","Paul Goldmann–Edmund-Weiß-Gasse 7","31"
"Paul Goldmann","11485","rue de la Bourse","43397","28","Directed","Paul Goldmann–rue de la Bourse","26"
"Paul Goldmann","11485","Salzburg","30","194","Directed","Paul Goldmann–Salzburg","24"
"Paul Goldmann","11485","Bad Ischl","213","211","Directed","Paul Goldmann–Bad Ischl","23"
"Paul Goldmann","11485","München","45258","154","Directed","Paul Goldmann–München","22"
"Paul Goldmann","11485","rue Richelieu","34187","22","Directed","Paul Goldmann–rue Richelieu","21"
"Paul Goldmann","11485","Italien","40306","71","Directed","Paul Goldmann–Italien","20"
"Paul Goldmann","11485","Schweiz","43435","53","Directed","Paul Goldmann–Schweiz","20"
"Paul Goldmann","11485","China","1108","18","Directed","Paul Goldmann–China","17"
"Paul Goldmann","11485","Prag","652","37","Directed","Paul Goldmann–Prag","16"
"Paul Goldmann","11485","Breslau","677","18","Directed","Paul Goldmann–Breslau","13"
"Paul Goldmann","11485","Brüssel","862","15","Directed","Paul Goldmann–Brüssel","13"
"Paul Goldmann","11485","Berggasse","52510","17","Directed","Paul Goldmann–Berggasse","13"
"Paul Goldmann","11485","Seidengasse","53101","13","Directed","Paul Goldmann–Seidengasse","13"
"Paul Goldmann","11485","Florenz","263","41","Directed","Paul Goldmann–Florenz","12"
"Paul Goldmann","11485","Kopenhagen","36300","111","Directed","Paul Goldmann–Kopenhagen","12"
"Paul Goldmann","11485","Dänemark","43570","71","Directed","Paul Goldmann–Dänemark","12"
"Paul Goldmann","11485","Bad Tölz","424","15","Directed","Paul Goldmann–Bad Tölz","11"
"Paul Goldmann","11485","Tirol","423","34","Directed","Paul Goldmann–Tirol","10"
"Paul Goldmann","11485","Welsberg-Taisten","428","29","Directed","Paul Goldmann–Welsberg-Taisten","10"
"Paul Goldmann","11485","Wörthersee","430","17","Directed","Paul Goldmann–Wörthersee","10"
"Paul Goldmann","11485","Europa","468","24","Directed","Paul Goldmann–Europa","10"
"Paul Goldmann","11485","Hamburg","506","31","Directed","Paul Goldmann–Hamburg","9"
"Paul Goldmann","11485","Bayreuth","734","24","Directed","Paul Goldmann–Bayreuth","9"
"Paul Goldmann","11485","Südtirol","969","30","Directed","Paul Goldmann–Südtirol","9"
"Paul Goldmann","11485","Deutsches Theater Berlin","3","22","Directed","Paul Goldmann–Deutsches Theater Berlin","8"
"Paul Goldmann","11485","Venedig","462","68","Directed","Paul Goldmann–Venedig","8"
"Paul Goldmann","11485","Marienbad","772","22","Directed","Paul Goldmann–Marienbad","8"
"Paul Goldmann","11485","Ordination Dr. Arthur Schnitzler Giselastraße 11","167789","25","Directed","Paul Goldmann–Ordination Dr. Arthur Schnitzler Giselastraße 11","8"
"Paul Goldmann","11485","Japan","318","10","Directed","Paul Goldmann–Japan","7"
"Paul Goldmann","11485","Shanghai","37885","7","Directed","Paul Goldmann–Shanghai","7"
"Paul Goldmann","11485","Rennes","55293","7","Directed","Paul Goldmann–Rennes","7"
"Paul Goldmann","11485","Palasthotel Berlin","88","12","Directed","Paul Goldmann–Palasthotel Berlin","6"
"Paul Goldmann","11485","Alpen","117","6","Directed","Paul Goldmann–Alpen","6"
"Paul Goldmann","11485","Köln","145","10","Directed","Paul Goldmann–Köln","6"
"Paul Goldmann","11485","Semmering","189","91","Directed","Paul Goldmann–Semmering","6"
"Paul Goldmann","11485","Grand Hotel Wien","255","7","Directed","Paul Goldmann–Grand Hotel Wien","6"
"Paul Goldmann","11485","Riva del Garda","465","23","Directed","Paul Goldmann–Riva del Garda","6"
"Paul Goldmann","11485","Innsbruck","867","36","Directed","Paul Goldmann–Innsbruck","6"
"Paul Goldmann","11485","Russland","34438","27","Directed","Paul Goldmann–Russland","6"
"Paul Goldmann","11485","Pörtschach","44278","27","Directed","Paul Goldmann–Pörtschach","6"
"Paul Goldmann","11485","Dolomiten","58636","7","Directed","Paul Goldmann–Dolomiten","6"
"Paul Goldmann","11485","Bendlerstraße","63858","6","Directed","Paul Goldmann–Bendlerstraße","6"
"Paul Goldmann","11485","Rossertstraße","88595","6","Directed","Paul Goldmann–Rossertstraße","6"
"Paul Goldmann","11485","Rotensterngasse","92494","6","Directed","Paul Goldmann–Rotensterngasse","6"
"Paul Goldmann","11485","Reuterweg","142610","6","Directed","Paul Goldmann–Reuterweg","6"
"Paul Goldmann","11485","England","254","24","Directed","Paul Goldmann–England","5"
"Paul Goldmann","11485","Madonna di Campiglio","427","9","Directed","Paul Goldmann–Madonna di Campiglio","5"
"Paul Goldmann","11485","Dresden","866","27","Directed","Paul Goldmann–Dresden","5"
"Paul Goldmann","11485","Skodsborg","958","14","Directed","Paul Goldmann–Skodsborg","5"
"Paul Goldmann","11485","Genua","994","14","Directed","Paul Goldmann–Genua","5"
"Paul Goldmann","11485","Engadin","1061","20","Directed","Paul Goldmann–Engadin","5"
"Paul Goldmann","11485","Hotel Saxonia","40853","8","Directed","Paul Goldmann–Hotel Saxonia","5"
"Paul Goldmann","11485","Stresemannstraße","40854","6","Directed","Paul Goldmann–Stresemannstraße","5"
"Paul Goldmann","11485","Niederlande","44016","13","Directed","Paul Goldmann–Niederlande","5"
"Paul Goldmann","11485","Mürren","88187","5","Directed","Paul Goldmann–Mürren","5"
"Paul Goldmann","11485","Peking","118369","5","Directed","Paul Goldmann–Peking","5"
"Paul Goldmann","11485","Tianjin","118682","5","Directed","Paul Goldmann–Tianjin","5"
"Paul Goldmann","11485","Potsdamer Platz","141471","6","Directed","Paul Goldmann–Potsdamer Platz","5"
"Paul Goldmann","11485","Sternwartestraße 71","168815","259","Directed","Paul Goldmann–Sternwartestraße 71","5"
"Paul Goldmann","11485","Hotel Sacher","29","9","Directed","Paul Goldmann–Hotel Sacher","4"
"Paul Goldmann","11485","XVIII., Währing","68","210","Directed","Paul Goldmann–XVIII., Währing","4"
"Paul Goldmann","11485","Hinterbrühl","75","15","Directed","Paul Goldmann–Hinterbrühl","4"
"Paul Goldmann","11485","Spanien","388","7","Directed","Paul Goldmann–Spanien","4"
"Paul Goldmann","11485","Hotel Continental (Berlin)","399","7","Directed","Paul Goldmann–Hotel Continental (Berlin)","4"
"Paul Goldmann","11485","Hotel Marienbad","401","5","Directed","Paul Goldmann–Hotel Marienbad","4"
"Paul Goldmann","11485","Hotel und Pension Rudolfshöhe (Leopold Petter)","414","44","Directed","Paul Goldmann–Hotel und Pension Rudolfshöhe (Leopold Petter)","4"
"Paul Goldmann","11485","Österreich-Ungarn","687","5","Directed","Paul Goldmann–Österreich-Ungarn","4"
"Paul Goldmann","11485","Wiesbaden","883","13","Directed","Paul Goldmann–Wiesbaden","4"
"Paul Goldmann","11485","Mailand","886","13","Directed","Paul Goldmann–Mailand","4"
"Paul Goldmann","11485","Velden am Wörthersee","909","16","Directed","Paul Goldmann–Velden am Wörthersee","4"
"Paul Goldmann","11485","Vahrn","946","28","Directed","Paul Goldmann–Vahrn","4"
"Paul Goldmann","11485","Trient","954","11","Directed","Paul Goldmann–Trient","4"
"Paul Goldmann","11485","Tiergarten","36914","5","Directed","Paul Goldmann–Tiergarten","4"
"Paul Goldmann","11485","Lago di Garda","39975","26","Directed","Paul Goldmann–Lago di Garda","4"
"Paul Goldmann","11485","Palast Hotel Lido","40808","8","Directed","Paul Goldmann–Palast Hotel Lido","4"
"Paul Goldmann","11485","Schweden","44335","15","Directed","Paul Goldmann–Schweden","4"
"Paul Goldmann","11485","Schöneberger Ufer","57358","4","Directed","Paul Goldmann–Schöneberger Ufer","4"
"Paul Goldmann","11485","Norwegen","64465","7","Directed","Paul Goldmann–Norwegen","4"
"Paul Goldmann","11485","rue des Plantes","88479","4","Directed","Paul Goldmann–rue des Plantes","4"
"Paul Goldmann","11485","Central-Hotel","88597","4","Directed","Paul Goldmann–Central-Hotel","4"
"Paul Goldmann","11485","Rue de Milan","93477","4","Directed","Paul Goldmann–Rue de Milan","4"
"Paul Goldmann","11485","Kiautschou","118812","4","Directed","Paul Goldmann–Kiautschou","4"
"Paul Goldmann","11485","Deutsches Postamt in Shanghai","141888","4","Directed","Paul Goldmann–Deutsches Postamt in Shanghai","4"
"Paul Goldmann","11485","Preußen","206","8","Directed","Paul Goldmann–Preußen","3"
"Paul Goldmann","11485","Bayern","314","15","Directed","Paul Goldmann–Bayern","3"
"Paul Goldmann","11485","Rom","445","33","Directed","Paul Goldmann–Rom","3"
"Paul Goldmann","11485","Genf","562","11","Directed","Paul Goldmann–Genf","3"
"Paul Goldmann","11485","Kärnten","651","36","Directed","Paul Goldmann–Kärnten","3"
"Paul Goldmann","11485","Belgien","710","4","Directed","Paul Goldmann–Belgien","3"
