Source,Target,Type,Label,Weight
"Friedrich M. Fels","Wien","Directed","Friedrich M. Fels–Wien","18"
"Friedrich M. Fels","Frankgasse 1","Directed","Friedrich M. Fels–Frankgasse 1","8"
"Friedrich M. Fels","Zürich","Directed","Friedrich M. Fels–Zürich","3"
"Friedrich M. Fels","Währinger Gürtel","Directed","Friedrich M. Fels–Währinger Gürtel","3"
"Friedrich M. Fels","Erzherzog Rainer","Directed","Friedrich M. Fels–Erzherzog Rainer","3"
"Friedrich M. Fels","Krütznergasse","Directed","Friedrich M. Fels–Krütznergasse","3"
"Friedrich M. Fels","Österreich","Directed","Friedrich M. Fels–Österreich","3"
"Friedrich M. Fels","Deutschland","Directed","Friedrich M. Fels–Deutschland","2"
"Friedrich M. Fels","Berlin","Directed","Friedrich M. Fels–Berlin","2"
"Friedrich M. Fels","Café Central","Directed","Friedrich M. Fels–Café Central","2"
"Friedrich M. Fels","Obermais","Directed","Friedrich M. Fels–Obermais","2"
"Friedrich M. Fels","Reisnerstraße","Directed","Friedrich M. Fels–Reisnerstraße","2"
"Friedrich M. Fels","Rämistrasse","Directed","Friedrich M. Fels–Rämistrasse","2"
"Friedrich M. Fels","Schifflände","Directed","Friedrich M. Fels–Schifflände","2"
"Friedrich M. Fels","Schweiz","Directed","Friedrich M. Fels–Schweiz","2"
"Friedrich M. Fels","Meran","Directed","Friedrich M. Fels–Meran","2"
"Friedrich M. Fels","München","Directed","Friedrich M. Fels–München","2"
"Friedrich M. Fels","Café Griensteidl","Directed","Friedrich M. Fels–Café Griensteidl","1"
"Friedrich M. Fels","II., Leopoldstadt","Directed","Friedrich M. Fels–II., Leopoldstadt","1"
"Friedrich M. Fels","Amerika","Directed","Friedrich M. Fels–Amerika","1"
"Friedrich M. Fels","Bad Ischl","Directed","Friedrich M. Fels–Bad Ischl","1"
"Friedrich M. Fels","Sechsschimmelgasse","Directed","Friedrich M. Fels–Sechsschimmelgasse","1"
"Friedrich M. Fels","Stadttheater Zürich","Directed","Friedrich M. Fels–Stadttheater Zürich","1"
"Friedrich M. Fels","Buchfeldgasse","Directed","Friedrich M. Fels–Buchfeldgasse","1"
"Friedrich M. Fels","Tuchlauben","Directed","Friedrich M. Fels–Tuchlauben","1"
"Friedrich M. Fels","Brünn","Directed","Friedrich M. Fels–Brünn","1"
"Friedrich M. Fels","Leipzig","Directed","Friedrich M. Fels–Leipzig","1"
"Friedrich M. Fels","Strohgasse","Directed","Friedrich M. Fels–Strohgasse","1"
"Friedrich M. Fels","Ungarn","Directed","Friedrich M. Fels–Ungarn","1"
"Friedrich M. Fels","Bozen","Directed","Friedrich M. Fels–Bozen","1"
