Source,Target,Type,Label,Weight
"Richard Dehmel","Wien","Directed","Richard Dehmel–Wien","6"
"Richard Dehmel","Blankenese","Directed","Richard Dehmel–Blankenese","5"
"Richard Dehmel","Berlin","Directed","Richard Dehmel–Berlin","4"
"Richard Dehmel","Frankgasse 1","Directed","Richard Dehmel–Frankgasse 1","2"
"Richard Dehmel","Edmund-Weiß-Gasse 7","Directed","Richard Dehmel–Edmund-Weiß-Gasse 7","2"
"Richard Dehmel","Café Griensteidl","Directed","Richard Dehmel–Café Griensteidl","1"
"Richard Dehmel","Köln","Directed","Richard Dehmel–Köln","1"
"Richard Dehmel","Deutschland","Directed","Richard Dehmel–Deutschland","1"
"Richard Dehmel","Hotel Bristol Wien","Directed","Richard Dehmel–Hotel Bristol Wien","1"
"Richard Dehmel","Café Central","Directed","Richard Dehmel–Café Central","1"
"Richard Dehmel","Mahlerstraße","Directed","Richard Dehmel–Mahlerstraße","1"
"Richard Dehmel","Berlin-Pankow","Directed","Richard Dehmel–Berlin-Pankow","1"
"Richard Dehmel","Schweiz","Directed","Richard Dehmel–Schweiz","1"
"Richard Dehmel","Parkstraße","Directed","Richard Dehmel–Parkstraße","1"
"Richard Dehmel","Braunwald","Directed","Richard Dehmel–Braunwald","1"
"Richard Dehmel","Brijuni","Directed","Richard Dehmel–Brijuni","1"
"Richard Dehmel","Fritz-Seger-Straße","Directed","Richard Dehmel–Fritz-Seger-Straße","1"
