Source,Target,Type,Label,Weight
"Hermann Bahr","Wien","Directed","Hermann Bahr–Wien","142"
"Hermann Bahr","Berlin","Directed","Hermann Bahr–Berlin","56"
"Hermann Bahr","Edmund-Weiß-Gasse 7","Directed","Hermann Bahr–Edmund-Weiß-Gasse 7","55"
"Hermann Bahr","Ober Sankt Veit","Directed","Hermann Bahr–Ober Sankt Veit","39"
"Hermann Bahr","Günthergasse","Directed","Hermann Bahr–Günthergasse","39"
"Hermann Bahr","XVIII., Währing","Directed","Hermann Bahr–XVIII., Währing","34"
"Hermann Bahr","Veitlissengasse","Directed","Hermann Bahr–Veitlissengasse","28"
"Hermann Bahr","Sternwartestraße 71","Directed","Hermann Bahr–Sternwartestraße 71","24"
"Hermann Bahr","Frankgasse 1","Directed","Hermann Bahr–Frankgasse 1","21"
"Hermann Bahr","Salzburg","Directed","Hermann Bahr–Salzburg","17"
"Hermann Bahr","München","Directed","Hermann Bahr–München","15"
"Hermann Bahr","Semmering","Directed","Hermann Bahr–Semmering","13"
"Hermann Bahr","Österreich","Directed","Hermann Bahr–Österreich","13"
"Hermann Bahr","Steyrerhof","Directed","Hermann Bahr–Steyrerhof","12"
"Hermann Bahr","XIII., Hietzing","Directed","Hermann Bahr–XIII., Hietzing","11"
"Hermann Bahr","Burgtheater","Directed","Hermann Bahr–Burgtheater","8"
"Hermann Bahr","Deutschland","Directed","Hermann Bahr–Deutschland","7"
"Hermann Bahr","Deutsches Theater Berlin","Directed","Hermann Bahr–Deutsches Theater Berlin","6"
"Hermann Bahr","Volkstheater","Directed","Hermann Bahr–Volkstheater","6"
"Hermann Bahr","IX., Alsergrund","Directed","Hermann Bahr–IX., Alsergrund","6"
"Hermann Bahr","Bad Ischl","Directed","Hermann Bahr–Bad Ischl","6"
"Hermann Bahr","Venedig","Directed","Hermann Bahr–Venedig","6"
"Hermann Bahr","I., Innere Stadt","Directed","Hermann Bahr–I., Innere Stadt","5"
"Hermann Bahr","Paris","Directed","Hermann Bahr–Paris","5"
"Hermann Bahr","London","Directed","Hermann Bahr–London","5"
"Hermann Bahr","Hebbel-Theater","Directed","Hermann Bahr–Hebbel-Theater","4"
"Hermann Bahr","Salesianergasse","Directed","Hermann Bahr–Salesianergasse","4"
"Hermann Bahr","Barerstraße","Directed","Hermann Bahr–Barerstraße","4"
"Hermann Bahr","Südbahnhotel","Directed","Hermann Bahr–Südbahnhotel","4"
"Hermann Bahr","Bayreuth","Directed","Hermann Bahr–Bayreuth","4"
