Source,Target,Type,Label,Weight
"Arno Holz","Wien","Directed","Arno Holz–Wien","1"
"Arno Holz","XVIII., Währing","Directed","Arno Holz–XVIII., Währing","1"
"Arno Holz","Stübbenstraße","Directed","Arno Holz–Stübbenstraße","1"
"Arno Holz","Leipzig","Directed","Arno Holz–Leipzig","1"
"Arno Holz","Dresden","Directed","Arno Holz–Dresden","1"
"Arno Holz","Kiel","Directed","Arno Holz–Kiel","1"
"Arno Holz","Gießen","Directed","Arno Holz–Gießen","1"
"Arno Holz","Blasewitz","Directed","Arno Holz–Blasewitz","1"
"Arno Holz","Bern","Directed","Arno Holz–Bern","1"
"Arno Holz","University of Illinois","Directed","Arno Holz–University of Illinois","1"
"Arno Holz","München","Directed","Arno Holz–München","1"
"Arno Holz","Sternwartestraße 71","Directed","Arno Holz–Sternwartestraße 71","1"
