Source,Target,Type,Label,Weight
"Felix Salten","Wien","Directed","Felix Salten–Wien","200"
"Felix Salten","Berlin","Directed","Felix Salten–Berlin","74"
"Felix Salten","Edmund-Weiß-Gasse 7","Directed","Felix Salten–Edmund-Weiß-Gasse 7","54"
"Felix Salten","Bad Ischl","Directed","Felix Salten–Bad Ischl","30"
"Felix Salten","Österreich","Directed","Felix Salten–Österreich","29"
"Felix Salten","Sternwartestraße 71","Directed","Felix Salten–Sternwartestraße 71","29"
"Felix Salten","XVIII., Währing","Directed","Felix Salten–XVIII., Währing","28"
"Felix Salten","Salzburg","Directed","Felix Salten–Salzburg","22"
"Felix Salten","Berghof","Directed","Felix Salten–Berghof","19"
"Felix Salten","Unterach am Attersee","Directed","Felix Salten–Unterach am Attersee","19"
"Felix Salten","München","Directed","Felix Salten–München","18"
"Felix Salten","Semmering","Directed","Felix Salten–Semmering","15"
"Felix Salten","Frankgasse 1","Directed","Felix Salten–Frankgasse 1","14"
"Felix Salten","Wipplingerstraße","Directed","Felix Salten–Wipplingerstraße","12"
"Felix Salten","Hotel und Pension Rudolfshöhe (Leopold Petter)","Directed","Felix Salten–Hotel und Pension Rudolfshöhe (Leopold Petter)","12"
"Felix Salten","Leipzig","Directed","Felix Salten–Leipzig","11"
"Felix Salten","Hörlgasse","Directed","Felix Salten–Hörlgasse","10"
"Felix Salten","Dresden","Directed","Felix Salten–Dresden","10"
"Felix Salten","Riedhof","Directed","Felix Salten–Riedhof","9"
"Felix Salten","Venedig","Directed","Felix Salten–Venedig","9"
"Felix Salten","Kopenhagen","Directed","Felix Salten–Kopenhagen","9"
"Felix Salten","Burgtheater","Directed","Felix Salten–Burgtheater","8"
"Felix Salten","Heiligenstadt","Directed","Felix Salten–Heiligenstadt","8"
"Felix Salten","Paris","Directed","Felix Salten–Paris","8"
"Felix Salten","Salzkammergut","Directed","Felix Salten–Salzkammergut","8"
"Felix Salten","Karlsbad","Directed","Felix Salten–Karlsbad","8"
"Felix Salten","Dänemark","Directed","Felix Salten–Dänemark","7"
"Felix Salten","Café Griensteidl","Directed","Felix Salten–Café Griensteidl","6"
"Felix Salten","Café Kremser","Directed","Felix Salten–Café Kremser","6"
"Felix Salten","IX., Alsergrund","Directed","Felix Salten–IX., Alsergrund","6"
