Source,Target,Type,Label,Weight
"Lou Andreas-Salomé","Wien","Directed","Lou Andreas-Salomé–Wien","13"
"Lou Andreas-Salomé","Frankgasse 1","Directed","Lou Andreas-Salomé–Frankgasse 1","8"
"Lou Andreas-Salomé","Café Griensteidl","Directed","Lou Andreas-Salomé–Café Griensteidl","4"
"Lou Andreas-Salomé","Hotel Royal","Directed","Lou Andreas-Salomé–Hotel Royal","4"
"Lou Andreas-Salomé","Salzburg","Directed","Lou Andreas-Salomé–Salzburg","3"
"Lou Andreas-Salomé","Berlin","Directed","Lou Andreas-Salomé–Berlin","2"
"Lou Andreas-Salomé","Österreichischer Hof","Directed","Lou Andreas-Salomé–Österreichischer Hof","2"
"Lou Andreas-Salomé","München","Directed","Lou Andreas-Salomé–München","2"
"Lou Andreas-Salomé","Burgtheater","Directed","Lou Andreas-Salomé–Burgtheater","1"
"Lou Andreas-Salomé","IX., Alsergrund","Directed","Lou Andreas-Salomé–IX., Alsergrund","1"
"Lou Andreas-Salomé","Frankfurt am Main","Directed","Lou Andreas-Salomé–Frankfurt am Main","1"
"Lou Andreas-Salomé","Paris","Directed","Lou Andreas-Salomé–Paris","1"
"Lou Andreas-Salomé","Bad Ischl","Directed","Lou Andreas-Salomé–Bad Ischl","1"
"Lou Andreas-Salomé","Universität Wien","Directed","Lou Andreas-Salomé–Universität Wien","1"
"Lou Andreas-Salomé","Hotel Continental (Berlin)","Directed","Lou Andreas-Salomé–Hotel Continental (Berlin)","1"
"Lou Andreas-Salomé","Hotel und Pension Rudolfshöhe (Leopold Petter)","Directed","Lou Andreas-Salomé–Hotel und Pension Rudolfshöhe (Leopold Petter)","1"
"Lou Andreas-Salomé","Klosterbräu","Directed","Lou Andreas-Salomé–Klosterbräu","1"
"Lou Andreas-Salomé","Marburger Straße","Directed","Lou Andreas-Salomé–Marburger Straße","1"
"Lou Andreas-Salomé","Hospiz des Westens","Directed","Lou Andreas-Salomé–Hospiz des Westens","1"
"Lou Andreas-Salomé","Stephansplatz","Directed","Lou Andreas-Salomé–Stephansplatz","1"
"Lou Andreas-Salomé","Russland","Directed","Lou Andreas-Salomé–Russland","1"
"Lou Andreas-Salomé","Kopenhagen","Directed","Lou Andreas-Salomé–Kopenhagen","1"
"Lou Andreas-Salomé","Göttingen","Directed","Lou Andreas-Salomé–Göttingen","1"
"Lou Andreas-Salomé","Dänemark","Directed","Lou Andreas-Salomé–Dänemark","1"
"Lou Andreas-Salomé","Brühl","Directed","Lou Andreas-Salomé–Brühl","1"
