Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Franz Blei","10955","England","254","24","Directed","Franz Blei–England","4"
"Franz Blei","10955","Arcisstraße","1166","4","Directed","Franz Blei–Arcisstraße","4"
"Franz Blei","10955","Wien","50","1647","Directed","Franz Blei–Wien","3"
"Franz Blei","10955","Forte dei Marmi","44248","4","Directed","Franz Blei–Forte dei Marmi","2"
"Franz Blei","10955","München","45258","154","Directed","Franz Blei–München","2"
"Franz Blei","10955","Lido","259","23","Directed","Franz Blei–Lido","1"
"Franz Blei","10955","Florenz","263","41","Directed","Franz Blei–Florenz","1"
"Franz Blei","10955","Hotel Savoy","1164","1","Directed","Franz Blei–Hotel Savoy","1"
"Franz Blei","10955","Hubertusstraße","1167","1","Directed","Franz Blei–Hubertusstraße","1"
"Franz Blei","10955","Josephsplatz","1168","1","Directed","Franz Blei–Josephsplatz","1"
"Franz Blei","10955","Casa Vignolo","1170","1","Directed","Franz Blei–Casa Vignolo","1"
"Franz Blei","10955","Tengstraße","1171","1","Directed","Franz Blei–Tengstraße","1"
"Franz Blei","10955","Viareggio","1174","1","Directed","Franz Blei–Viareggio","1"
"Franz Blei","10955","Massa","44122","1","Directed","Franz Blei–Massa","1"
"Franz Blei","10955","Oxford","44197","1","Directed","Franz Blei–Oxford","1"
"Franz Blei","10955","Pietrasanta","44265","1","Directed","Franz Blei–Pietrasanta","1"
"Franz Blei","10955","Pisa","44267","2","Directed","Franz Blei–Pisa","1"
"Franz Blei","10955","Türkenstraße (München)","50087","1","Directed","Franz Blei–Türkenstraße (München)","1"
"Franz Blei","10955","Frankgasse 1","168934","225","Directed","Franz Blei–Frankgasse 1","1"
"Franz Blei","10955","Edmund-Weiß-Gasse 7","168940","318","Directed","Franz Blei–Edmund-Weiß-Gasse 7","1"
"Franz Blei","10955","Carrara","169705","1","Directed","Franz Blei–Carrara","1"
