Source,Target,Type,Label,Weight
"Karl Kraus","Wien","Directed","Karl Kraus–Wien","11"
"Karl Kraus","Grillparzerstraße","Directed","Karl Kraus–Grillparzerstraße","7"
"Karl Kraus","Mahlerstraße","Directed","Karl Kraus–Mahlerstraße","7"
"Karl Kraus","I., Innere Stadt","Directed","Karl Kraus–I., Innere Stadt","6"
"Karl Kraus","Café Griensteidl","Directed","Karl Kraus–Café Griensteidl","4"
"Karl Kraus","Berlin","Directed","Karl Kraus–Berlin","4"
"Karl Kraus","Bremen","Directed","Karl Kraus–Bremen","3"
"Karl Kraus","Burgtheater","Directed","Karl Kraus–Burgtheater","2"
"Karl Kraus","IX., Alsergrund","Directed","Karl Kraus–IX., Alsergrund","2"
"Karl Kraus","England","Directed","Karl Kraus–England","2"
"Karl Kraus","Frankgasse 1","Directed","Karl Kraus–Frankgasse 1","2"
"Karl Kraus","Café Luitpold","Directed","Karl Kraus–Café Luitpold","1"
"Karl Kraus","Kleines Theater","Directed","Karl Kraus–Kleines Theater","1"
"Karl Kraus","Bad Ischl","Directed","Karl Kraus–Bad Ischl","1"
"Karl Kraus","Burgring","Directed","Karl Kraus–Burgring","1"
"Karl Kraus","Hotel Guarnero","Directed","Karl Kraus–Hotel Guarnero","1"
"Karl Kraus","Café Walther","Directed","Karl Kraus–Café Walther","1"
"Karl Kraus","Oberösterreich","Directed","Karl Kraus–Oberösterreich","1"
"Karl Kraus","Residenztheater München","Directed","Karl Kraus–Residenztheater München","1"
"Karl Kraus","Prag","Directed","Karl Kraus–Prag","1"
"Karl Kraus","Neues Theater","Directed","Karl Kraus–Neues Theater","1"
"Karl Kraus","Pension Quisisana","Directed","Karl Kraus–Pension Quisisana","1"
"Karl Kraus","Marienbad","Directed","Karl Kraus–Marienbad","1"
"Karl Kraus","Leipzig","Directed","Karl Kraus–Leipzig","1"
"Karl Kraus","Schliersee","Directed","Karl Kraus–Schliersee","1"
"Karl Kraus","Schultheiß","Directed","Karl Kraus–Schultheiß","1"
"Karl Kraus","Waldemarstraße","Directed","Karl Kraus–Waldemarstraße","1"
"Karl Kraus","Stadttheater (Bad Ischl)","Directed","Karl Kraus–Stadttheater (Bad Ischl)","1"
"Karl Kraus","Wallnertheater","Directed","Karl Kraus–Wallnertheater","1"
"Karl Kraus","Oberbayern","Directed","Karl Kraus–Oberbayern","1"
