Source,Target,Type,Label,Weight
"Detlev von Liliencron","Hamburg","Directed","Detlev von Liliencron–Hamburg","2"
"Detlev von Liliencron","Palmaille","Directed","Detlev von Liliencron–Palmaille","2"
"Detlev von Liliencron","Wien","Directed","Detlev von Liliencron–Wien","1"
"Detlev von Liliencron","IX., Alsergrund","Directed","Detlev von Liliencron–IX., Alsergrund","1"
"Detlev von Liliencron","XVIII., Währing","Directed","Detlev von Liliencron–XVIII., Währing","1"
"Detlev von Liliencron","Deutschland","Directed","Detlev von Liliencron–Deutschland","1"
"Detlev von Liliencron","Edlach","Directed","Detlev von Liliencron–Edlach","1"
"Detlev von Liliencron","Altona","Directed","Detlev von Liliencron–Altona","1"
"Detlev von Liliencron","Schloss Schönbrunn","Directed","Detlev von Liliencron–Schloss Schönbrunn","1"
"Detlev von Liliencron","Rahlstedt","Directed","Detlev von Liliencron–Rahlstedt","1"
"Detlev von Liliencron","Frankgasse 1","Directed","Detlev von Liliencron–Frankgasse 1","1"
"Detlev von Liliencron","Edmund-Weiß-Gasse 7","Directed","Detlev von Liliencron–Edmund-Weiß-Gasse 7","1"
