Source,Target,Weight,Type
"Herzfeld, Marie","Ascanio und Gioconda",3,Directed
"Herzfeld, Marie","Anatol",2,Directed
"Herzfeld, Marie","Die Frau des Weisen. Novelletten",2,Directed
"Herzfeld, Marie","Zwischenspiel. Komödie in drei Akten",2,Directed
"Herzfeld, Marie","Revolutionsbryllup. Skuespil i tre Akter",2,Directed
"Herzfeld, Marie","Das gerettete Venedig. Trauerspiel in fünf Aufzügen",2,Directed
"Herzfeld, Marie","Politiken",1,Directed
"Herzfeld, Marie","To Forestillinger af Henrik IV",1,Directed
"Herzfeld, Marie","Liebelei. Schauspiel in drei Akten",1,Directed
"Herzfeld, Marie","Ischler Cur-Liste",1,Directed
"Herzfeld, Marie","Dämmerseelen. Novellen",1,Directed
"Herzfeld, Marie","Der Schleier der Beatrice. Schauspiel in fünf Akten",1,Directed
"Herzfeld, Marie","Familie",1,Directed
"Herzfeld, Marie","Theater und Kunst. Verleihung des Grillparzer-Preises an Arthur Schnitzler",1,Directed
"Herzfeld, Marie","Die Zeit",1,Directed
"Herzfeld, Marie","Leonardo da Vinci. Der Denker, Forscher und Poet. Nach den veröffentlichten Handschriften",1,Directed
"Herzfeld, Marie","Hermann Bang. Eine Silhouette",1,Directed
"Herzfeld, Marie","Neue Freie Presse",1,Directed
"Herzfeld, Marie","Revolutionshochzeit. Schauspiel in drei Aufzügen",1,Directed
"Herzfeld, Marie","Der Ruf des Lebens. Schauspiel in drei Akten",1,Directed
"Herzfeld, Marie","Der einsame Weg. Schauspiel in fünf Akten",1,Directed
"Herzfeld, Marie","[Zwischenspiel, russisch]",1,Directed
"Herzfeld, Marie","[Der Ruf des Lebens, russisch]",1,Directed
"Herzfeld, Marie","[Der einsame Weg, russisch I]",1,Directed
"Herzfeld, Marie","Abschiedskonzerte im Bösendorfer-Saale",1,Directed
"Herzfeld, Marie","[Einige der bekanntesten Persönlichkeiten der Wiener Musikwelt]",1,Directed
"Herzfeld, Marie","Neues Wiener Tagblatt",1,Directed
"Herzfeld, Marie","Corona. Zweimonatsschrift",1,Directed
"Herzfeld, Marie","Loris. Blätter der Erinnerung",1,Directed
"Herzfeld, Marie","Briefe an Freunde",1,Directed
"Herzfeld, Marie","Die neue Rundschau",1,Directed
"Herzfeld, Marie","Venice Preserv'd",1,Directed
"Herzfeld, Marie","Romeo and Juliet",1,Directed
