Source,Target,Weight,Type
"Saar, Ferdinand von","",2,Directed
"Saar, Ferdinand von","",2,Directed
"Saar, Ferdinand von","",2,Directed
"Saar, Ferdinand von","Liebelei. Erstes Bild",2,Directed
"Saar, Ferdinand von","Widmungen zur Feier des siebzigsten Geburtstages Ferdinand von Saar’s.",2,Directed
"Saar, Ferdinand von","Sterben. Novelle",1,Directed
"Saar, Ferdinand von","Liebelei. Schauspiel in drei Akten",1,Directed
"Saar, Ferdinand von","Lieutenant Gustl. Novelle",1,Directed
"Saar, Ferdinand von","Frau Bertha Garlan. Roman",1,Directed
"Saar, Ferdinand von","Madame Bovary. Mœurs de province",1,Directed
"Saar, Ferdinand von","Die Zeit. Wiener Wochenschrift",1,Directed
"Saar, Ferdinand von","Arthur Schnitzler: Frau Bertha Garlan",1,Directed
"Saar, Ferdinand von","Kunst und Litteratur. Frau Bertha Garlan",1,Directed
"Saar, Ferdinand von","Sonntagsblatt des Bund",1,Directed
