Source,Target,Weight,Type
"Plessner, Elsa","Heimweh [dreiaktige Tragikomödie]",10,Directed
"Plessner, Elsa","Warten. Novelle",9,Directed
"Plessner, Elsa","Der gläserne Käfig. Eine Parabel",9,Directed
"Plessner, Elsa","Das erste Kapitel. Schauspiel in drei Akten",8,Directed
"Plessner, Elsa","Die Ehrlosen. Schauspiel in drei Acten",8,Directed
"Plessner, Elsa","Der gläserne Käfig. Skizzen und Novellen",7,Directed
"Plessner, Elsa","Orchideen [Schauspiel in drei Akten]",7,Directed
"Plessner, Elsa","Der neue Lehrer. Novelle",7,Directed
"Plessner, Elsa","Der Begräbnißtag",5,Directed
"Plessner, Elsa","Baby",4,Directed
"Plessner, Elsa","Anatol",4,Directed
"Plessner, Elsa","Pierettes Tagebuch [19 unveröffentlichte Gedichte]",3,Directed
"Plessner, Elsa","Im Widerschein",3,Directed
"Plessner, Elsa","Die Leiter der Seele",3,Directed
"Plessner, Elsa","Im Feuer geprüft",3,Directed
"Plessner, Elsa","Meine Freundin Clotilde",3,Directed
"Plessner, Elsa","Die Wage. Eine Wiener Wochenschrift",3,Directed
"Plessner, Elsa","Magazin für die Literatur des Auslandes",2,Directed
"Plessner, Elsa","Neues Wiener Journal",2,Directed
"Plessner, Elsa","Tagebuch",2,Directed
"Plessner, Elsa","Freiwild. Schauspiel in 3 Akten",2,Directed
"Plessner, Elsa","Ein Brief",2,Directed
"Plessner, Elsa","Warum",2,Directed
"Plessner, Elsa","Der einsame Weg. Schauspiel in fünf Akten",2,Directed
"Plessner, Elsa","Musik",2,Directed
"Plessner, Elsa","Pierettes Tagebuch",1,Directed
"Plessner, Elsa","Simplicissimus",1,Directed
"Plessner, Elsa","Vom Weibe. Charakterzeichnungen",1,Directed
"Plessner, Elsa","Vom Weibe",1,Directed
"Plessner, Elsa","Die Presse",1,Directed
