Source,Target,Weight,Type
"Freud, Sigmund","Tagebuch",4,Directed
"Freud, Sigmund","Totem und Tabu",2,Directed
"Freud, Sigmund","Internationale klinische Rundschau",1,Directed
"Freud, Sigmund","Bruchstück einer Hysterie-Analyse",1,Directed
"Freud, Sigmund","Monatsschrift für Psychiatrie und Neurologie",1,Directed
"Freud, Sigmund","Paracelsus. Versspiel in einem Akt",1,Directed
"Freud, Sigmund","Jenseits des Lustprinzips",1,Directed
"Freud, Sigmund","Animismus, Magie und Allmacht der Gedanken",1,Directed
"Freud, Sigmund","Der Geist im Wort und der Geist in der Tat",1,Directed
"Freud, Sigmund","Fräulein Else",1,Directed
"Freud, Sigmund","Komödie der Verführung. In drei Akten",1,Directed
"Freud, Sigmund","Psychoanalytische Studien an Werken der Dichtung und Kunst",1,Directed
"Freud, Sigmund","Die Traumdeutung",1,Directed
"Freud, Sigmund","Die Frau des Richters. Novelle",1,Directed
"Freud, Sigmund","Der Gang zum Weiher. Dramatische Dichtung",1,Directed
"Freud, Sigmund","Hemmung, Symptom und Angst",1,Directed
"Freud, Sigmund","Der Zauberberg. Roman",1,Directed
"Freud, Sigmund","Traumnovelle",1,Directed
"Freud, Sigmund","Die Kreuzelschreiber. Bauerncomödie mit Gesang in drei Acten",1,Directed
"Freud, Sigmund","Zwangshandlungen und Religionsübungen",1,Directed
"Freud, Sigmund","Zeitschrift für Religionspsychologie",1,Directed
"Freud, Sigmund","Die Zukunft einer Illusion",1,Directed
"Freud, Sigmund","Therese. Chronik eines Frauenlebens",1,Directed
"Freud, Sigmund","Das Unbehagen in der Kultur",1,Directed
