Source,Target,Weight,Type
"Hofmannsthal, Hugo von","Der Schleier der Beatrice. Schauspiel in fünf Akten",22,Directed
"Hofmannsthal, Hugo von","Anatol",20,Directed
"Hofmannsthal, Hugo von","Der Weg ins Freie. Roman",20,Directed
"Hofmannsthal, Hugo von","Der einsame Weg. Schauspiel in fünf Akten",17,Directed
"Hofmannsthal, Hugo von","Freiwild. Schauspiel in 3 Akten",14,Directed
"Hofmannsthal, Hugo von","Das gerettete Venedig. Trauerspiel in fünf Aufzügen",13,Directed
"Hofmannsthal, Hugo von","Das Bergwerk zu Falun",12,Directed
"Hofmannsthal, Hugo von","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen",12,Directed
"Hofmannsthal, Hugo von","Liebelei. Schauspiel in drei Akten",11,Directed
"Hofmannsthal, Hugo von","Der Abenteurer und die Sängerin oder Die Geschenke des Lebens",10,Directed
"Hofmannsthal, Hugo von","Elektra. Tragödie in einem Aufzug",10,Directed
"Hofmannsthal, Hugo von","Zwischenspiel. Komödie in drei Akten",10,Directed
"Hofmannsthal, Hugo von","Der Rosenkavalier",10,Directed
"Hofmannsthal, Hugo von","Das Märchen. Schauspiel in drei Aufzügen",9,Directed
"Hofmannsthal, Hugo von","Tagebuch",9,Directed
"Hofmannsthal, Hugo von","Das Vermächtnis. Schauspiel in drei Akten",9,Directed
"Hofmannsthal, Hugo von","Frau Bertha Garlan. Roman",9,Directed
"Hofmannsthal, Hugo von","Der Ruf des Lebens. Schauspiel in drei Akten",9,Directed
"Hofmannsthal, Hugo von","Sterben. Novelle",8,Directed
"Hofmannsthal, Hugo von","Börsenblatt für den Deutschen Buchhandel",8,Directed
"Hofmannsthal, Hugo von","Die Hochzeit der Sobeide",8,Directed
"Hofmannsthal, Hugo von","Der grüne Kakadu. Groteske in einem Akt",8,Directed
"Hofmannsthal, Hugo von","Neue Freie Presse",8,Directed
"Hofmannsthal, Hugo von","Der Turm. Ein Trauerspiel",8,Directed
"Hofmannsthal, Hugo von","Cristinas Heimreise. Komödie",8,Directed
"Hofmannsthal, Hugo von","Geschichte der beiden Liebespaare",7,Directed
"Hofmannsthal, Hugo von","Lieutenant Gustl. Novelle",7,Directed
"Hofmannsthal, Hugo von","Das weite Land. Tragikomödie in fünf Akten",7,Directed
"Hofmannsthal, Hugo von","Gestern. Dramatische Studie in einem Akt in Versen",6,Directed
"Hofmannsthal, Hugo von","Der Tod des Tizian. Ein Bruchstück",6,Directed
"Hofmannsthal, Hugo von","Der Thor und der Tod",6,Directed
"Hofmannsthal, Hugo von","Der Tod Georgs",6,Directed
"Hofmannsthal, Hugo von","W. A. Mozart",6,Directed
"Hofmannsthal, Hugo von","Der Graf von Charolais. Ein Trauerspiel",6,Directed
"Hofmannsthal, Hugo von","Jedermann. Das Spiel vom Sterben des reichen Mannes",6,Directed
"Hofmannsthal, Hugo von","Die Schwestern oder Casanova in Spa. Lustspiel in Versen",6,Directed
"Hofmannsthal, Hugo von","Moderne Rundschau",5,Directed
"Hofmannsthal, Hugo von","Prolog [zum Anatol]",5,Directed
"Hofmannsthal, Hugo von","Die Frau im Fenster",5,Directed
"Hofmannsthal, Hugo von","Silvia im »Stern«",5,Directed
"Hofmannsthal, Hugo von","Die Frau ohne Schatten. Erzählung",5,Directed
"Hofmannsthal, Hugo von","Age of Innocence",4,Directed
"Hofmannsthal, Hugo von","Der Sohn. Aus den Papieren eines Arztes",4,Directed
"Hofmannsthal, Hugo von","Die kleine Komödie",4,Directed
"Hofmannsthal, Hugo von","Die Frau des Weisen. Erzählung",4,Directed
"Hofmannsthal, Hugo von","Faust. Eine Tragödie",4,Directed
"Hofmannsthal, Hugo von","Therese. Chronik eines Frauenlebens",4,Directed
"Hofmannsthal, Hugo von","Der grüne Kakadu – Paracelsus – Die Gefährtin. Drei Einakter",4,Directed
"Hofmannsthal, Hugo von","Professor Bernhardi. Komödie in fünf Akten",4,Directed
"Hofmannsthal, Hugo von","Fink und Fliederbusch. Komödie in drei Akten",4,Directed
"Hofmannsthal, Hugo von","Arthur Schnitzler [Halbprofil 1903]",4,Directed
"Hofmannsthal, Hugo von","Oedipus und die Sphinx. Tragödie in drei Aufzügen",4,Directed
"Hofmannsthal, Hugo von","Dämmerseelen. Novellen",4,Directed
"Hofmannsthal, Hugo von","[Gedichte]",4,Directed
"Hofmannsthal, Hugo von","Der Gang zum Weiher. Dramatische Dichtung",4,Directed
"Hofmannsthal, Hugo von","Alkandi’s Lied",3,Directed
"Hofmannsthal, Hugo von","An der schönen blauen Donau",3,Directed
"Hofmannsthal, Hugo von","Der Garten der Bérenice",3,Directed
"Hofmannsthal, Hugo von","Reichtum. Erzählung",3,Directed
"Hofmannsthal, Hugo von","Familie",3,Directed
"Hofmannsthal, Hugo von","Ascanio und Gioconda",3,Directed
"Hofmannsthal, Hugo von","Abschiedssouper",3,Directed
"Hofmannsthal, Hugo von","Agnes Jordan. Schauspiel in fünf Akten",3,Directed
"Hofmannsthal, Hugo von","Lebendige Stunden. Vier Einakter",3,Directed
"Hofmannsthal, Hugo von","Kunst und Künstler",3,Directed
"Hofmannsthal, Hugo von","Das Schicksal des Freiherrn von Leisenbohg. Novellette",3,Directed
"Hofmannsthal, Hugo von","Die Göttinnen oder Die drei Romane der Herzogin von Assy",3,Directed
"Hofmannsthal, Hugo von","Das Wort. Tragikomödie in fünf Akten",3,Directed
"Hofmannsthal, Hugo von","Der Dichter und diese Zeit",3,Directed
"Hofmannsthal, Hugo von","Elektra [op. 58]",3,Directed
"Hofmannsthal, Hugo von","Fräulein Else",3,Directed
"Hofmannsthal, Hugo von","Komödie der Verführung. In drei Akten",3,Directed
"Hofmannsthal, Hugo von","Buch der Sprüche und Bedenken",3,Directed
"Hofmannsthal, Hugo von","Tag- und Jahreshefte",2,Directed
"Hofmannsthal, Hugo von","Allgemeine Kunst-Chronik",2,Directed
"Hofmannsthal, Hugo von","Die Mozart-Centenarfeier in Salzburg",2,Directed
"Hofmannsthal, Hugo von","Die Blinden",2,Directed
"Hofmannsthal, Hugo von","Die sieben Prinzessinnen",2,Directed
"Hofmannsthal, Hugo von","Episode",2,Directed
"Hofmannsthal, Hugo von","La Dame aux camélias (théâtre)",2,Directed
"Hofmannsthal, Hugo von","Briefwechsel mit Freunden und berühmten Zeitgenossen",2,Directed
"Hofmannsthal, Hugo von","Die Frage an das Schicksal",2,Directed
"Hofmannsthal, Hugo von","Mein Freund Ypsilon. Aus den Papieren eines Arztes",2,Directed
"Hofmannsthal, Hugo von","Musotte. Schauspiel in drei Akten",2,Directed
"Hofmannsthal, Hugo von","Freie Bühne für den Entwickelungskampf der Zeit",2,Directed
"Hofmannsthal, Hugo von","Baumeister Solness",2,Directed
"Hofmannsthal, Hugo von","Briefwechsel zwischen Schiller und Goethe",2,Directed
"Hofmannsthal, Hugo von","Madame Sans-Gêne. Comédie en 3 actes et 1 prologue",2,Directed
"Hofmannsthal, Hugo von","Das Märchen der 672. Nacht",2,Directed
"Hofmannsthal, Hugo von","Hänsel und Gretel. Märchenspiel in drei Bildern",2,Directed
"Hofmannsthal, Hugo von","West-östlicher Divan",2,Directed
"Hofmannsthal, Hugo von","Mimi. Schattenbilder aus einem Mädchenleben",2,Directed
"Hofmannsthal, Hugo von","Orpheus und Eurydike",2,Directed
"Hofmannsthal, Hugo von","Italienische Reise",2,Directed
"Hofmannsthal, Hugo von","Über den Sprachgebrauch bei den Dichtern der Pléjade",2,Directed
"Hofmannsthal, Hugo von","Der weiße Fächer. Ein Zwischenspiel",2,Directed
"Hofmannsthal, Hugo von","Vorspiel zur Antigone des Sophokles",2,Directed
"Hofmannsthal, Hugo von","Die Frau des Weisen. Novelletten",2,Directed
"Hofmannsthal, Hugo von","Pompilia oder das Leben",2,Directed
"Hofmannsthal, Hugo von","Der Triumph der Zeit",2,Directed
"Hofmannsthal, Hugo von","Über unsere Kraft. Zweiter Teil",2,Directed
"Hofmannsthal, Hugo von","Venice Preserv'd",2,Directed
"Hofmannsthal, Hugo von","Reigen. Zehn Dialoge",2,Directed
"Hofmannsthal, Hugo von","Die drei Musketiere",2,Directed
"Hofmannsthal, Hugo von","Elektra. Tragödie",2,Directed
"Hofmannsthal, Hugo von","Aus Berlin [Elektra-Premiere]",2,Directed
"Hofmannsthal, Hugo von","Das Los der Juden",2,Directed
"Hofmannsthal, Hugo von","Geschichte der deutschen Höfe seit der Reformation",2,Directed
"Hofmannsthal, Hugo von","Die Jagd nach Liebe",2,Directed
"Hofmannsthal, Hugo von","Die Zukunft",2,Directed
"Hofmannsthal, Hugo von","Entweder – Oder",2,Directed
"Hofmannsthal, Hugo von","Und Pippa tanzt!",2,Directed
"Hofmannsthal, Hugo von","Theater",2,Directed
"Hofmannsthal, Hugo von","Marionetten. Drei Einakter",2,Directed
"Hofmannsthal, Hugo von","Tausendundeine Nacht",2,Directed
"Hofmannsthal, Hugo von","Der tapfere Cassian. Puppenspiel in einem Akt",2,Directed
"Hofmannsthal, Hugo von","Tagebücher",2,Directed
