Source,Target,Weight,Type
"Hofmannsthal, Hugo von","Der Schleier der Beatrice. Schauspiel in fünf Akten",22,Directed
"Hofmannsthal, Hugo von","",20,Directed
"Hofmannsthal, Hugo von","Der Weg ins Freie. Roman",20,Directed
"Hofmannsthal, Hugo von","Der einsame Weg. Schauspiel in fünf Akten",17,Directed
"Hofmannsthal, Hugo von","Freiwild. Schauspiel in 3 Akten",14,Directed
"Hofmannsthal, Hugo von","Das gerettete Venedig. Trauerspiel in fünf Aufzügen",13,Directed
"Hofmannsthal, Hugo von","Das Bergwerk zu Falun",12,Directed
"Hofmannsthal, Hugo von","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen",12,Directed
"Hofmannsthal, Hugo von","",11,Directed
"Hofmannsthal, Hugo von","Der Abenteurer und die Sängerin oder Die Geschenke des Lebens",10,Directed
"Hofmannsthal, Hugo von","Elektra. Tragödie in einem Aufzug",10,Directed
"Hofmannsthal, Hugo von","Zwischenspiel. Komödie in drei Akten",10,Directed
"Hofmannsthal, Hugo von","Der Rosenkavalier",10,Directed
"Hofmannsthal, Hugo von","",9,Directed
"Hofmannsthal, Hugo von","",9,Directed
"Hofmannsthal, Hugo von","Das Vermächtnis. Schauspiel in drei Akten",9,Directed
"Hofmannsthal, Hugo von","Frau Bertha Garlan. Roman",9,Directed
"Hofmannsthal, Hugo von","Der Ruf des Lebens. Schauspiel in drei Akten",9,Directed
"Hofmannsthal, Hugo von","",8,Directed
"Hofmannsthal, Hugo von","",8,Directed
"Hofmannsthal, Hugo von","Die Hochzeit der Sobeide",8,Directed
"Hofmannsthal, Hugo von","Der grüne Kakadu. Groteske in einem Akt",8,Directed
"Hofmannsthal, Hugo von","Neue Freie Presse",8,Directed
"Hofmannsthal, Hugo von","Der Turm. Ein Trauerspiel",8,Directed
"Hofmannsthal, Hugo von","Cristinas Heimreise. Komödie",8,Directed
"Hofmannsthal, Hugo von","Geschichte der beiden Liebespaare",7,Directed
"Hofmannsthal, Hugo von","Lieutenant Gustl. Novelle",7,Directed
"Hofmannsthal, Hugo von","Das weite Land. Tragikomödie in fünf Akten",7,Directed
"Hofmannsthal, Hugo von","",6,Directed
"Hofmannsthal, Hugo von","",6,Directed
